state,question_id,gold_ok,gold_row_count,gold_column_count,changed_from_snapshot,snapshot_empty,became_nonempty
T0_snapshot,Q108,True,1,3,False,False,False
T0_snapshot,Q109,True,1,3,False,False,False
T0_snapshot,Q110,True,0,3,False,True,False
T0_snapshot,Q111,True,1,3,False,False,False
T0_snapshot,Q112,True,1,3,False,False,False
T0_snapshot,Q113,True,1,3,False,False,False
T0_snapshot,Q114,True,1,3,False,False,False
T0_snapshot,Q115,True,1,3,False,False,False
T0_snapshot,Q116,True,1,3,False,False,False
T0_snapshot,Q117,True,1,4,False,False,False
T0_snapshot,Q118,True,1,4,False,False,False
T0_snapshot,Q119,True,1,4,False,False,False
T0_snapshot,Q120,True,1,4,False,False,False
T0_snapshot,Q121,True,1,4,False,False,False
T0_snapshot,Q122,True,1,4,False,False,False
T0_snapshot,Q123,True,1,4,False,False,False
T0_snapshot,Q124,True,1,4,False,False,False
T0_snapshot,Q125,True,1,4,False,False,False
T0_snapshot,Q126,True,1,4,False,False,False
T0_snapshot,Q127,True,1,4,False,False,False
T0_snapshot,Q128,True,1,4,False,False,False
T0_snapshot,Q129,True,1,4,False,False,False
T0_snapshot,Q130,True,1,4,False,False,False
T0_snapshot,Q131,True,1,1,False,False,False
T0_snapshot,Q132,True,1,1,False,False,False
T0_snapshot,Q133,True,1,1,False,False,False
T0_snapshot,Q134,True,1,1,False,False,False
T0_snapshot,Q135,True,1,1,False,False,False
T0_snapshot,Q136,True,1,1,False,False,False
T0_snapshot,Q137,True,1,1,False,False,False
T0_snapshot,Q138,True,1,1,False,False,False
T0_snapshot,Q139,True,5,3,False,False,False
T0_snapshot,Q140,True,0,3,False,True,False
T0_snapshot,Q141,True,4,3,False,False,False
T0_snapshot,Q142,True,1,3,False,False,False
T0_snapshot,Q143,True,1,1,False,False,False
T0_snapshot,Q144,True,1,1,False,False,False
T0_snapshot,Q145,True,1,1,False,False,False
T0_snapshot,Q146,True,1,1,False,False,False
T0_snapshot,Q147,True,1,1,False,False,False
T0_snapshot,Q148,True,1,1,False,False,False
T0_snapshot,Q149,True,1,1,False,False,False
T0_snapshot,Q150,True,1,1,False,False,False
T0_snapshot,Q151,True,1,1,False,False,False
T0_snapshot,Q152,True,1,1,False,False,False
T0_snapshot,Q153,True,1,1,False,False,False
T0_snapshot,Q154,True,1,1,False,False,False
T0_snapshot,Q155,True,3,3,False,False,False
T0_snapshot,Q156,True,3,3,False,False,False
T0_snapshot,Q157,True,2,3,False,False,False
T0_snapshot,Q158,True,2,3,False,False,False
T0_snapshot,Q159,True,2,3,False,False,False
T0_snapshot,Q160,True,1,3,False,False,False
T0_snapshot,Q161,True,1,3,False,False,False
T0_snapshot,Q162,True,1,3,False,False,False
T0_snapshot,Q163,True,2,4,False,False,False
T0_snapshot,Q164,True,1,4,False,False,False
T0_snapshot,Q165,True,2,4,False,False,False
T0_snapshot,Q166,True,1,4,False,False,False
T0_snapshot,Q167,True,1,4,False,False,False
T0_snapshot,Q168,True,1,4,False,False,False
T0_snapshot,Q169,True,1,4,False,False,False
T0_snapshot,Q170,True,3,4,False,False,False
T0_snapshot,Q171,True,2,4,False,False,False
T0_snapshot,Q172,True,1,4,False,False,False
T0_snapshot,Q173,True,2,4,False,False,False
T0_snapshot,Q174,True,2,4,False,False,False
T0_snapshot,Q175,True,1,4,False,False,False
T0_snapshot,Q176,True,2,4,False,False,False
T0_snapshot,Q177,True,1,4,False,False,False
T0_snapshot,Q178,True,1,4,False,False,False
T0_snapshot,Q179,True,1,1,False,False,False
T0_snapshot,Q180,True,1,1,False,False,False
T0_snapshot,Q181,True,1,1,False,False,False
T0_snapshot,Q182,True,1,1,False,False,False
T0_snapshot,Q183,True,1,1,False,False,False
T0_snapshot,Q184,True,1,1,False,False,False
T0_snapshot,Q185,True,1,1,False,False,False
T0_snapshot,Q186,True,1,1,False,False,False
T0_snapshot,Q187,True,1,1,False,False,False
T0_snapshot,Q188,True,1,1,False,False,False
T0_snapshot,Q189,True,1,1,False,False,False
T0_snapshot,Q190,True,1,1,False,False,False
T0_snapshot,Q191,True,1,1,False,False,False
T0_snapshot,Q192,True,1,1,False,False,False
T0_snapshot,Q193,True,1,1,False,False,False
T0_snapshot,Q194,True,1,1,False,False,False
T0_snapshot,Q195,True,1,1,False,False,False
T0_snapshot,Q196,True,1,1,False,False,False
T0_snapshot,Q197,True,1,1,False,False,False
T0_snapshot,Q198,True,1,1,False,False,False
T0_snapshot,Q199,True,1,1,False,False,False
T0_snapshot,Q200,True,1,2,False,False,False
T1_insertion_permutation_a,Q021,True,4,1,False,False,False
T1_insertion_permutation_a,Q022,True,1,1,False,False,False
T1_insertion_permutation_a,Q023,True,5,2,False,False,False
T1_insertion_permutation_a,Q024,True,1,2,False,False,False
T1_insertion_permutation_a,Q025,True,3,2,False,False,False
T1_insertion_permutation_a,Q026,True,2,2,False,False,False
T1_insertion_permutation_a,Q027,True,3,2,False,False,False
T1_insertion_permutation_a,Q028,True,1,1,False,False,False
T1_insertion_permutation_a,Q029,True,11,2,False,False,False
T1_insertion_permutation_a,Q030,True,3,3,False,False,False
T1_insertion_permutation_a,Q031,True,4,3,False,False,False
T1_insertion_permutation_a,Q032,True,5,2,False,False,False
T1_insertion_permutation_a,Q033,True,4,2,False,False,False
T1_insertion_permutation_a,Q034,True,5,2,False,False,False
T1_insertion_permutation_a,Q035,True,3,2,False,False,False
T1_insertion_permutation_a,Q036,True,1,2,False,False,False
T1_insertion_permutation_a,Q037,True,1,1,False,False,False
T1_insertion_permutation_a,Q038,True,11,1,False,False,False
T1_insertion_permutation_a,Q039,True,1,2,False,False,False
T1_insertion_permutation_a,Q040,True,4,1,False,False,False
T1_insertion_permutation_a,Q041,True,8,2,False,False,False
T1_insertion_permutation_a,Q042,True,1,1,False,False,False
T1_insertion_permutation_a,Q043,True,3,2,False,False,False
T1_insertion_permutation_a,Q044,True,1,1,False,False,False
T1_insertion_permutation_a,Q045,True,1,2,False,False,False
T1_insertion_permutation_a,Q046,True,3,3,False,False,False
T1_insertion_permutation_a,Q047,True,3,2,False,False,False
T1_insertion_permutation_a,Q048,True,5,2,False,False,False
T1_insertion_permutation_a,Q049,True,1,1,False,False,False
T1_insertion_permutation_a,Q050,True,5,3,False,False,False
T1_insertion_permutation_a,Q051,True,1,2,False,False,False
T1_insertion_permutation_a,Q052,True,3,2,False,False,False
T1_insertion_permutation_a,Q053,True,2,3,False,False,False
T1_insertion_permutation_a,Q054,True,4,2,False,False,False
T1_insertion_permutation_a,Q055,True,2,1,False,False,False
T1_insertion_permutation_a,Q056,True,3,2,False,False,False
T1_insertion_permutation_a,Q057,True,1,1,False,False,False
T1_insertion_permutation_a,Q058,True,3,1,False,False,False
T1_insertion_permutation_a,Q059,True,18,2,False,False,False
T1_insertion_permutation_a,Q060,True,10,1,False,False,False
T1_insertion_permutation_a,Q061,True,1,2,False,False,False
T1_insertion_permutation_a,Q062,True,7,2,False,False,False
T1_insertion_permutation_a,Q063,True,1,2,False,False,False
T1_insertion_permutation_a,Q064,True,15,4,False,False,False
T1_insertion_permutation_a,Q065,True,4,1,False,False,False
T1_insertion_permutation_a,Q066,True,7,1,False,False,False
T1_insertion_permutation_a,Q067,True,2,2,False,False,False
T1_insertion_permutation_a,Q068,True,6,2,False,False,False
T1_insertion_permutation_a,Q069,True,2,2,False,False,False
T1_insertion_permutation_a,Q070,True,2,3,False,False,False
T1_insertion_permutation_a,Q071,True,1,3,False,False,False
T1_insertion_permutation_a,Q072,True,1,1,False,False,False
T1_insertion_permutation_a,Q073,True,0,1,False,True,False
T1_insertion_permutation_a,Q074,True,1,2,False,False,False
T1_insertion_permutation_a,Q075,True,1,1,False,False,False
T1_insertion_permutation_a,Q076,True,8,3,False,False,False
T1_insertion_permutation_a,Q077,True,6,1,False,False,False
T1_insertion_permutation_a,Q078,True,1,1,False,False,False
T1_insertion_permutation_a,Q079,True,2,2,False,False,False
T1_insertion_permutation_a,Q080,True,4,3,False,False,False
T1_insertion_permutation_a,Q081,True,1,3,False,False,False
T1_insertion_permutation_a,Q082,True,1,3,False,False,False
T1_insertion_permutation_a,Q083,True,1,3,False,False,False
T1_insertion_permutation_a,Q084,True,1,3,False,False,False
T1_insertion_permutation_a,Q085,True,1,3,False,False,False
T1_insertion_permutation_a,Q086,True,1,3,False,False,False
T1_insertion_permutation_a,Q087,True,1,3,False,False,False
T1_insertion_permutation_a,Q088,True,1,3,False,False,False
T1_insertion_permutation_a,Q089,True,1,3,False,False,False
T1_insertion_permutation_a,Q090,True,1,3,False,False,False
T1_insertion_permutation_a,Q091,True,1,3,False,False,False
T1_insertion_permutation_a,Q092,True,1,3,False,False,False
T1_insertion_permutation_a,Q093,True,1,3,False,False,False
T1_insertion_permutation_a,Q094,True,1,3,False,False,False
T1_insertion_permutation_a,Q095,True,1,3,False,False,False
T1_insertion_permutation_a,Q096,True,1,3,False,False,False
T1_insertion_permutation_a,Q097,True,1,3,False,False,False
T1_insertion_permutation_a,Q098,True,1,3,False,False,False
T1_insertion_permutation_a,Q099,True,1,3,False,False,False
T1_insertion_permutation_a,Q100,True,1,3,False,False,False
T1_insertion_permutation_a,Q101,True,1,3,False,False,False
T1_insertion_permutation_a,Q102,True,1,3,False,False,False
T1_insertion_permutation_a,Q103,True,1,3,False,False,False
T1_insertion_permutation_a,Q104,True,0,3,False,True,False
T1_insertion_permutation_a,Q105,True,1,3,False,False,False
T1_insertion_permutation_a,Q106,True,1,3,False,False,False
T1_insertion_permutation_a,Q107,True,0,3,False,True,False
T1_insertion_permutation_a,Q108,True,1,3,False,False,False
T1_insertion_permutation_a,Q109,True,1,3,False,False,False
T1_insertion_permutation_a,Q110,True,0,3,False,True,False
T1_insertion_permutation_a,Q111,True,1,3,False,False,False
T1_insertion_permutation_a,Q112,True,1,3,False,False,False
T1_insertion_permutation_a,Q113,True,1,3,False,False,False
T1_insertion_permutation_a,Q114,True,1,3,False,False,False
T1_insertion_permutation_a,Q115,True,1,3,False,False,False
T1_insertion_permutation_a,Q116,True,1,3,False,False,False
T1_insertion_permutation_a,Q117,True,1,4,False,False,False
T1_insertion_permutation_a,Q118,True,1,4,False,False,False
T1_insertion_permutation_a,Q119,True,1,4,False,False,False
T1_insertion_permutation_a,Q120,True,1,4,False,False,False
T1_insertion_permutation_a,Q121,True,1,4,False,False,False
T1_insertion_permutation_a,Q122,True,1,4,False,False,False
T1_insertion_permutation_a,Q123,True,1,4,False,False,False
T1_insertion_permutation_a,Q124,True,1,4,False,False,False
T1_insertion_permutation_a,Q125,True,1,4,False,False,False
T1_insertion_permutation_a,Q126,True,1,4,False,False,False
T1_insertion_permutation_a,Q127,True,1,4,False,False,False
T1_insertion_permutation_a,Q128,True,1,4,False,False,False
T1_insertion_permutation_a,Q129,True,1,4,False,False,False
T1_insertion_permutation_a,Q130,True,1,4,False,False,False
T1_insertion_permutation_a,Q131,True,1,1,False,False,False
T1_insertion_permutation_a,Q132,True,1,1,False,False,False
T1_insertion_permutation_a,Q133,True,1,1,False,False,False
T1_insertion_permutation_a,Q134,True,1,1,False,False,False
T1_insertion_permutation_a,Q135,True,1,1,False,False,False
T1_insertion_permutation_a,Q136,True,1,1,False,False,False
T1_insertion_permutation_a,Q137,True,1,1,False,False,False
T1_insertion_permutation_a,Q138,True,1,1,False,False,False
T1_insertion_permutation_a,Q139,True,5,3,False,False,False
T1_insertion_permutation_a,Q140,True,0,3,False,True,False
T1_insertion_permutation_a,Q141,True,4,3,False,False,False
T1_insertion_permutation_a,Q142,True,1,3,False,False,False
T1_insertion_permutation_a,Q143,True,1,1,False,False,False
T1_insertion_permutation_a,Q144,True,1,1,False,False,False
T1_insertion_permutation_a,Q145,True,1,1,False,False,False
T1_insertion_permutation_a,Q146,True,1,1,False,False,False
T1_insertion_permutation_a,Q147,True,1,1,False,False,False
T1_insertion_permutation_a,Q148,True,1,1,False,False,False
T1_insertion_permutation_a,Q149,True,1,1,False,False,False
T1_insertion_permutation_a,Q150,True,1,1,False,False,False
T1_insertion_permutation_a,Q151,True,1,1,False,False,False
T1_insertion_permutation_a,Q152,True,1,1,False,False,False
T1_insertion_permutation_a,Q153,True,1,1,False,False,False
T1_insertion_permutation_a,Q154,True,1,1,False,False,False
T1_insertion_permutation_a,Q155,True,3,3,False,False,False
T1_insertion_permutation_a,Q156,True,3,3,False,False,False
T1_insertion_permutation_a,Q157,True,2,3,False,False,False
T1_insertion_permutation_a,Q158,True,2,3,False,False,False
T1_insertion_permutation_a,Q159,True,2,3,False,False,False
T1_insertion_permutation_a,Q160,True,1,3,False,False,False
T1_insertion_permutation_a,Q161,True,1,3,False,False,False
T1_insertion_permutation_a,Q162,True,1,3,False,False,False
T1_insertion_permutation_a,Q163,True,2,4,False,False,False
T1_insertion_permutation_a,Q164,True,1,4,False,False,False
T1_insertion_permutation_a,Q165,True,2,4,False,False,False
T1_insertion_permutation_a,Q166,True,1,4,False,False,False
T1_insertion_permutation_a,Q167,True,1,4,False,False,False
T1_insertion_permutation_a,Q168,True,1,4,False,False,False
T1_insertion_permutation_a,Q169,True,1,4,False,False,False
T1_insertion_permutation_a,Q170,True,3,4,False,False,False
T1_insertion_permutation_a,Q171,True,2,4,False,False,False
T1_insertion_permutation_a,Q172,True,1,4,False,False,False
T1_insertion_permutation_a,Q173,True,2,4,False,False,False
T1_insertion_permutation_a,Q174,True,2,4,False,False,False
T1_insertion_permutation_a,Q175,True,1,4,False,False,False
T1_insertion_permutation_a,Q176,True,2,4,False,False,False
T1_insertion_permutation_a,Q177,True,1,4,False,False,False
T1_insertion_permutation_a,Q178,True,1,4,False,False,False
T1_insertion_permutation_a,Q179,True,1,1,False,False,False
T1_insertion_permutation_a,Q180,True,1,1,False,False,False
T1_insertion_permutation_a,Q181,True,1,1,False,False,False
T1_insertion_permutation_a,Q182,True,1,1,False,False,False
T1_insertion_permutation_a,Q183,True,1,1,False,False,False
T1_insertion_permutation_a,Q184,True,1,1,False,False,False
T1_insertion_permutation_a,Q185,True,1,1,False,False,False
T1_insertion_permutation_a,Q186,True,1,1,False,False,False
T1_insertion_permutation_a,Q187,True,1,1,False,False,False
T1_insertion_permutation_a,Q188,True,1,1,False,False,False
T1_insertion_permutation_a,Q189,True,1,1,False,False,False
T1_insertion_permutation_a,Q190,True,1,1,False,False,False
T1_insertion_permutation_a,Q191,True,1,1,False,False,False
T1_insertion_permutation_a,Q192,True,1,1,False,False,False
T1_insertion_permutation_a,Q193,True,1,1,False,False,False
T1_insertion_permutation_a,Q194,True,1,1,False,False,False
T1_insertion_permutation_a,Q195,True,1,1,False,False,False
T1_insertion_permutation_a,Q196,True,1,1,False,False,False
T1_insertion_permutation_a,Q197,True,1,1,False,False,False
T1_insertion_permutation_a,Q198,True,1,1,False,False,False
T1_insertion_permutation_a,Q199,True,1,1,False,False,False
T1_insertion_permutation_a,Q200,True,1,2,False,False,False
T1_insertion_permutation_b,Q021,True,4,1,False,False,False
T1_insertion_permutation_b,Q022,True,1,1,False,False,False
T1_insertion_permutation_b,Q023,True,5,2,False,False,False
T1_insertion_permutation_b,Q024,True,1,2,False,False,False
T1_insertion_permutation_b,Q025,True,3,2,False,False,False
T1_insertion_permutation_b,Q026,True,2,2,False,False,False
T1_insertion_permutation_b,Q027,True,3,2,False,False,False
T1_insertion_permutation_b,Q028,True,1,1,False,False,False
T1_insertion_permutation_b,Q029,True,11,2,False,False,False
T1_insertion_permutation_b,Q030,True,3,3,False,False,False
T1_insertion_permutation_b,Q031,True,4,3,False,False,False
T1_insertion_permutation_b,Q032,True,5,2,False,False,False
T1_insertion_permutation_b,Q033,True,4,2,False,False,False
T1_insertion_permutation_b,Q034,True,5,2,False,False,False
T1_insertion_permutation_b,Q035,True,3,2,False,False,False
T1_insertion_permutation_b,Q036,True,1,2,False,False,False
T1_insertion_permutation_b,Q037,True,1,1,False,False,False
T1_insertion_permutation_b,Q038,True,11,1,False,False,False
T1_insertion_permutation_b,Q039,True,1,2,False,False,False
T1_insertion_permutation_b,Q040,True,4,1,False,False,False
T1_insertion_permutation_b,Q041,True,8,2,False,False,False
T1_insertion_permutation_b,Q042,True,1,1,False,False,False
T1_insertion_permutation_b,Q043,True,3,2,False,False,False
T1_insertion_permutation_b,Q044,True,1,1,False,False,False
T1_insertion_permutation_b,Q045,True,1,2,False,False,False
T1_insertion_permutation_b,Q046,True,3,3,False,False,False
T1_insertion_permutation_b,Q047,True,3,2,False,False,False
T1_insertion_permutation_b,Q048,True,5,2,False,False,False
T1_insertion_permutation_b,Q049,True,1,1,False,False,False
T1_insertion_permutation_b,Q050,True,5,3,False,False,False
T1_insertion_permutation_b,Q051,True,1,2,False,False,False
T1_insertion_permutation_b,Q052,True,3,2,False,False,False
T1_insertion_permutation_b,Q053,True,2,3,False,False,False
T1_insertion_permutation_b,Q054,True,4,2,False,False,False
T1_insertion_permutation_b,Q055,True,2,1,False,False,False
T1_insertion_permutation_b,Q056,True,3,2,False,False,False
T1_insertion_permutation_b,Q057,True,1,1,False,False,False
T1_insertion_permutation_b,Q058,True,3,1,False,False,False
T1_insertion_permutation_b,Q059,True,18,2,False,False,False
T1_insertion_permutation_b,Q060,True,10,1,False,False,False
T1_insertion_permutation_b,Q061,True,1,2,False,False,False
T1_insertion_permutation_b,Q062,True,7,2,False,False,False
T1_insertion_permutation_b,Q063,True,1,2,False,False,False
T1_insertion_permutation_b,Q064,True,15,4,False,False,False
T1_insertion_permutation_b,Q065,True,4,1,False,False,False
T1_insertion_permutation_b,Q066,True,7,1,False,False,False
T1_insertion_permutation_b,Q067,True,2,2,False,False,False
T1_insertion_permutation_b,Q068,True,6,2,False,False,False
T1_insertion_permutation_b,Q069,True,2,2,False,False,False
T1_insertion_permutation_b,Q070,True,2,3,False,False,False
T1_insertion_permutation_b,Q071,True,1,3,False,False,False
T1_insertion_permutation_b,Q072,True,1,1,False,False,False
T1_insertion_permutation_b,Q073,True,0,1,False,True,False
T1_insertion_permutation_b,Q074,True,1,2,False,False,False
T1_insertion_permutation_b,Q075,True,1,1,False,False,False
T1_insertion_permutation_b,Q076,True,8,3,False,False,False
T1_insertion_permutation_b,Q077,True,6,1,False,False,False
T1_insertion_permutation_b,Q078,True,1,1,False,False,False
T1_insertion_permutation_b,Q079,True,2,2,False,False,False
T1_insertion_permutation_b,Q080,True,4,3,False,False,False
T1_insertion_permutation_b,Q081,True,1,3,False,False,False
T1_insertion_permutation_b,Q082,True,1,3,False,False,False
T1_insertion_permutation_b,Q083,True,1,3,False,False,False
T1_insertion_permutation_b,Q084,True,1,3,False,False,False
T1_insertion_permutation_b,Q085,True,1,3,False,False,False
T1_insertion_permutation_b,Q086,True,1,3,False,False,False
T1_insertion_permutation_b,Q087,True,1,3,False,False,False
T1_insertion_permutation_b,Q088,True,1,3,False,False,False
T1_insertion_permutation_b,Q089,True,1,3,False,False,False
T1_insertion_permutation_b,Q090,True,1,3,False,False,False
T1_insertion_permutation_b,Q091,True,1,3,False,False,False
T1_insertion_permutation_b,Q092,True,1,3,False,False,False
T1_insertion_permutation_b,Q093,True,1,3,False,False,False
T1_insertion_permutation_b,Q094,True,1,3,False,False,False
T1_insertion_permutation_b,Q095,True,1,3,False,False,False
T1_insertion_permutation_b,Q096,True,1,3,False,False,False
T1_insertion_permutation_b,Q097,True,1,3,False,False,False
T1_insertion_permutation_b,Q098,True,1,3,False,False,False
T1_insertion_permutation_b,Q099,True,1,3,False,False,False
T1_insertion_permutation_b,Q100,True,1,3,False,False,False
T1_insertion_permutation_b,Q101,True,1,3,False,False,False
T1_insertion_permutation_b,Q102,True,1,3,False,False,False
T1_insertion_permutation_b,Q103,True,1,3,False,False,False
T1_insertion_permutation_b,Q104,True,0,3,False,True,False
T1_insertion_permutation_b,Q105,True,1,3,False,False,False
T1_insertion_permutation_b,Q106,True,1,3,False,False,False
T1_insertion_permutation_b,Q107,True,0,3,False,True,False
T1_insertion_permutation_b,Q108,True,1,3,False,False,False
T1_insertion_permutation_b,Q109,True,1,3,False,False,False
T1_insertion_permutation_b,Q110,True,0,3,False,True,False
T1_insertion_permutation_b,Q111,True,1,3,False,False,False
T1_insertion_permutation_b,Q112,True,1,3,False,False,False
T1_insertion_permutation_b,Q113,True,1,3,False,False,False
T1_insertion_permutation_b,Q114,True,1,3,False,False,False
T1_insertion_permutation_b,Q115,True,1,3,False,False,False
T1_insertion_permutation_b,Q116,True,1,3,False,False,False
T1_insertion_permutation_b,Q117,True,1,4,False,False,False
T1_insertion_permutation_b,Q118,True,1,4,False,False,False
T1_insertion_permutation_b,Q119,True,1,4,False,False,False
T1_insertion_permutation_b,Q120,True,1,4,False,False,False
T1_insertion_permutation_b,Q121,True,1,4,False,False,False
T1_insertion_permutation_b,Q122,True,1,4,False,False,False
T1_insertion_permutation_b,Q123,True,1,4,False,False,False
T1_insertion_permutation_b,Q124,True,1,4,False,False,False
T1_insertion_permutation_b,Q125,True,1,4,False,False,False
T1_insertion_permutation_b,Q126,True,1,4,False,False,False
T1_insertion_permutation_b,Q127,True,1,4,False,False,False
T1_insertion_permutation_b,Q128,True,1,4,False,False,False
T1_insertion_permutation_b,Q129,True,1,4,False,False,False
T1_insertion_permutation_b,Q130,True,1,4,False,False,False
T1_insertion_permutation_b,Q131,True,1,1,False,False,False
T1_insertion_permutation_b,Q132,True,1,1,False,False,False
T1_insertion_permutation_b,Q133,True,1,1,False,False,False
T1_insertion_permutation_b,Q134,True,1,1,False,False,False
T1_insertion_permutation_b,Q135,True,1,1,False,False,False
T1_insertion_permutation_b,Q136,True,1,1,False,False,False
T1_insertion_permutation_b,Q137,True,1,1,False,False,False
T1_insertion_permutation_b,Q138,True,1,1,False,False,False
T1_insertion_permutation_b,Q139,True,5,3,False,False,False
T1_insertion_permutation_b,Q140,True,0,3,False,True,False
T1_insertion_permutation_b,Q141,True,4,3,False,False,False
T1_insertion_permutation_b,Q142,True,1,3,False,False,False
T1_insertion_permutation_b,Q143,True,1,1,False,False,False
T1_insertion_permutation_b,Q144,True,1,1,False,False,False
T1_insertion_permutation_b,Q145,True,1,1,False,False,False
T1_insertion_permutation_b,Q146,True,1,1,False,False,False
T1_insertion_permutation_b,Q147,True,1,1,False,False,False
T1_insertion_permutation_b,Q148,True,1,1,False,False,False
T1_insertion_permutation_b,Q149,True,1,1,False,False,False
T1_insertion_permutation_b,Q150,True,1,1,False,False,False
T1_insertion_permutation_b,Q151,True,1,1,False,False,False
T1_insertion_permutation_b,Q152,True,1,1,False,False,False
T1_insertion_permutation_b,Q153,True,1,1,False,False,False
T1_insertion_permutation_b,Q154,True,1,1,False,False,False
T1_insertion_permutation_b,Q155,True,3,3,False,False,False
T1_insertion_permutation_b,Q156,True,3,3,False,False,False
T1_insertion_permutation_b,Q157,True,2,3,False,False,False
T1_insertion_permutation_b,Q158,True,2,3,False,False,False
T1_insertion_permutation_b,Q159,True,2,3,False,False,False
T1_insertion_permutation_b,Q160,True,1,3,False,False,False
T1_insertion_permutation_b,Q161,True,1,3,False,False,False
T1_insertion_permutation_b,Q162,True,1,3,False,False,False
T1_insertion_permutation_b,Q163,True,2,4,False,False,False
T1_insertion_permutation_b,Q164,True,1,4,False,False,False
T1_insertion_permutation_b,Q165,True,2,4,False,False,False
T1_insertion_permutation_b,Q166,True,1,4,False,False,False
T1_insertion_permutation_b,Q167,True,1,4,False,False,False
T1_insertion_permutation_b,Q168,True,1,4,False,False,False
T1_insertion_permutation_b,Q169,True,1,4,False,False,False
T1_insertion_permutation_b,Q170,True,3,4,False,False,False
