paper,target_journal,section,paragraph_id,sentence_id,line_start,word_count,status,issue_codes,suggestion_zh,sentence
mintou_p1_dstar_gru_dispatch,IEEE Access,I. Introduction,6,21,37,13,PASS,,,"A second, older gap concerns *how* decision support should use historical operating experience."
mintou_p1_dstar_gru_dispatch,IEEE Access,I. Introduction,6,22,37,12,PASS,,,Retrieving similar past situations is a recurring idea in power-system decision support.
mintou_p1_dstar_gru_dispatch,IEEE Access,I. Introduction,6,23,37,34,PASS,,,"Its uses range from similar-day load forecasting in early expert systems and case-based reasoning for network operations [10] to analog ensembles in weather and renewable forecasting [9] and, more recently, Siamese metric learning on power signals."
mintou_p1_dstar_gru_dispatch,IEEE Access,I. Introduction,6,24,37,20,PASS,,,Yet every one of these lines validates retrieval at a single task and a fixed horizon on its own data.
mintou_p1_dstar_gru_dispatch,IEEE Access,I. Introduction,6,25,37,33,PASS,,,Whether the *same* retrieval mechanism helps or hurts as the forecast horizon changes has not been measured under controlled conditions in the studies reviewed here; practitioners considering retrieval-based tools therefore lack comparative evidence.
mintou_p1_dstar_gru_dispatch,IEEE Access,I. Introduction,7,26,39,25,PASS,,,This paper addresses both gaps through a framework-and-benchmark study in which retrieval is evaluated as a conditional mechanism rather than assumed to be uniformly beneficial.
mintou_p1_dstar_gru_dispatch,IEEE Access,I. Introduction,7,27,39,3,PASS,,,The contributions are:
mintou_p1_dstar_gru_dispatch,IEEE Access,I. Introduction,8,28,45,28,PASS,,,"Together, these contributions turn a sparse proxy series into a benchmark that distinguishes continuation accuracy from onset warning and exposes when operating-state retrieval is helpful, neutral, or harmful."
mintou_p1_dstar_gru_dispatch,IEEE Access,I. Introduction,9,29,47,12,PASS,,,"Section II reviews the relevant literature, and Section III specifies the benchmark."
mintou_p1_dstar_gru_dispatch,IEEE Access,I. Introduction,9,30,47,10,PASS,,,"Sections IV–V define the framework, controls, and experimental protocol."
mintou_p1_dstar_gru_dispatch,IEEE Access,I. Introduction,9,31,47,17,PASS,,,"Sections VI–VII report and interpret the results, followed by limitations and conclusions in Sections VIII–IX."
mintou_p1_dstar_gru_dispatch,IEEE Access,A. Curtailment forecasting and renewable accommodation assessment,10,32,55,7,PASS,,,The empirical curtailment literature is predominantly retrospective.
mintou_p1_dstar_gru_dispatch,IEEE Access,A. Curtailment forecasting and renewable accommodation assessment,10,33,55,18,PASS,,,"Bird et al. [1] review international levels, causes, and mitigation, while Luo et al. [2] analyze China's Three-North wind curtailment."
mintou_p1_dstar_gru_dispatch,IEEE Access,A. Curtailment forecasting and renewable accommodation assessment,10,34,55,28,PASS,,,"Yasuda et al. [11] relate annual curtailment rate to renewable share, Frew et al. [3] study economically optimal marginal curtailment, and Newbery [12] examines Irish wind build-out against interconnection and storage."
mintou_p1_dstar_gru_dispatch,IEEE Access,A. Curtailment forecasting and renewable accommodation assessment,10,35,55,12,PASS,,,These studies quantify or explain curtailment rather than predict its short-horizon onset.
mintou_p1_dstar_gru_dispatch,IEEE Access,A. Curtailment forecasting and renewable accommodation assessment,11,36,57,7,PASS,,,The predictive strand is thin and system-specific.
mintou_p1_dstar_gru_dispatch,IEEE Access,A. Curtailment forecasting and renewable accommodation assessment,11,37,57,29,PASS,,,O'Sullivan et al. [4] establish the frequency-stability basis of the Irish SNSP limit — the operational cap that makes curtailment a deterministic function of load and renewable trajectories once it binds.
mintou_p1_dstar_gru_dispatch,IEEE Access,A. Curtailment forecasting and renewable accommodation assessment,11,38,57,42,PASS,,,"Cardo-Miota et al. [5] forecast day-ahead SNSP trajectories for the same system with a machine-learning pipeline, the closest existing work to curtailment-risk early warning; the target is a continuous penetration signal on one system's data, without a released benchmark or an event-level protocol."
mintou_p1_dstar_gru_dispatch,IEEE Access,A. Curtailment forecasting and renewable accommodation assessment,11,39,57,21,PASS,,,"Hadian and Naderkhani [13] compare classical and deep models for curtailment time-series point forecasting, finding GRU best, again without reusable evaluation assets."
mintou_p1_dstar_gru_dispatch,IEEE Access,A. Curtailment forecasting and renewable accommodation assessment,11,40,57,15,PASS,,,Related net-load forecasting work [14] anticipates the accommodation problem but never maps forecasts to curtailment-risk events.
mintou_p1_dstar_gru_dispatch,IEEE Access,A. Curtailment forecasting and renewable accommodation assessment,11,41,57,20,PASS,,,"Across the studies reviewed here, we found no public curtailment-risk benchmark that combines an onset-oriented evaluation slice with seeded statistics."
mintou_p1_dstar_gru_dispatch,IEEE Access,A. Curtailment forecasting and renewable accommodation assessment,11,42,57,15,REVISE,P1_STRONG_CLAIM_CHECK,核验独创性/因果/证明性措辞，并补直接证据或降格为观察性表述,The first contribution of this paper is an artifact designed to fill that documented gap.
mintou_p1_dstar_gru_dispatch,IEEE Access,"B. Retrieval, analogues, and metric learning in power system decision support",12,43,61,14,PASS,,,Reasoning from similar past operating states is a recurring proposal with a long pedigree.
mintou_p1_dstar_gru_dispatch,IEEE Access,"B. Retrieval, analogues, and metric learning in power system decision support",12,44,61,41,PASS,,,Rahman and Bhatnagar [15] encoded similar-day operator heuristics in a 1988 expert-system load forecaster; Mandal et al. [16] retrieved Euclidean similar days to drive several-hour-ahead neural load forecasting; Lora et al. [17] forecast next-day market prices purely by weighted nearest neighbors over historical price trajectories.
mintou_p1_dstar_gru_dispatch,IEEE Access,"B. Retrieval, analogues, and metric learning in power system decision support",12,45,61,27,PASS,,,Case-based reasoning carried the idea into operations proper: Xu et al. [10] run the full retrieve–reuse–revise–retain cycle over network operating cases for coordinated voltage control.
mintou_p1_dstar_gru_dispatch,IEEE Access,"B. Retrieval, analogues, and metric learning in power system decision support",12,46,61,35,PASS,,,"In weather-driven forecasting, the analog ensemble of Delle Monache et al. [9] retrieves the most similar past forecasts and uses their verifying observations as a predictive distribution, with successful transfers to wind power [18] and solar power [19]."
mintou_p1_dstar_gru_dispatch,IEEE Access,"B. Retrieval, analogues, and metric learning in power system decision support",12,47,61,27,PASS,,,"Most recently, metric learning has replaced hand-crafted similarity: Siamese networks learn embeddings for appliance identification in non-intrusive load monitoring [20] and, combined with k-NN, for power-quality disturbance classification [21]."
mintou_p1_dstar_gru_dispatch,IEEE Access,"B. Retrieval, analogues, and metric learning in power system decision support",13,48,63,9,PASS,,,Two properties are shared by all of these works.
mintou_p1_dstar_gru_dispatch,IEEE Access,"B. Retrieval, analogues, and metric learning in power system decision support",13,49,63,21,REVISE,P1_STRONG_CLAIM_CHECK,核验独创性/因果/证明性措辞，并补直接证据或降格为观察性表述,"First, each validates retrieval at one task and one horizon (or one narrow horizon band), on data specific to that study."
mintou_p1_dstar_gru_dispatch,IEEE Access,"B. Retrieval, analogues, and metric learning in power system decision support",13,50,63,13,PASS,,,"Second, none includes matched non-retrieval controls that would isolate what retrieval itself contributes."
mintou_p1_dstar_gru_dispatch,IEEE Access,"B. Retrieval, analogues, and metric learning in power system decision support",13,51,63,25,PASS,,,Consequently the question this paper's second contribution answers — does the same retrieval mechanism help or hurt as the horizon grows? — is absent from the literature.
mintou_p1_dstar_gru_dispatch,IEEE Access,"B. Retrieval, analogues, and metric learning in power system decision support",13,52,63,16,PASS,,,Our finding that the answer reverses sign between 1 h and 24 h suggests this absence is consequential.
mintou_p1_dstar_gru_dispatch,IEEE Access,C. Naive baselines and benchmark design in time-series forecasting,14,53,67,6,PASS,,,Forecasting competitions motivate the benchmark protocol.
mintou_p1_dstar_gru_dispatch,IEEE Access,C. Naive baselines and benchmark design in time-series forecasting,14,54,67,10,PASS,,,M3 shows that sophisticated methods do not necessarily beat simple references [22].
mintou_p1_dstar_gru_dispatch,IEEE Access,C. Naive baselines and benchmark design in time-series forecasting,14,55,67,17,PASS,,,"Hyndman and Koehler demonstrate that common errors can degenerate on intermittent, near-zero series and propose scaled evaluation [23]."
mintou_p1_dstar_gru_dispatch,IEEE Access,C. Naive baselines and benchmark design in time-series forecasting,14,56,67,9,PASS,,,"Later M-competitions compare entrants with naive combinations at scale [7], [24], [25]."
mintou_p1_dstar_gru_dispatch,IEEE Access,C. Naive baselines and benchmark design in time-series forecasting,15,57,69,18,PASS,,,"In energy forecasting, GEFCom2014 establishes competition-grade protocol design [26], and community guidance requires verification against persistence and other standardized references [27]."
mintou_p1_dstar_gru_dispatch,IEEE Access,C. Naive baselines and benchmark design in time-series forecasting,15,58,69,13,PASS,,,"Surveys identify temporal leakage, missing naive baselines, and inappropriate metrics as recurrent failures [28]."
mintou_p1_dstar_gru_dispatch,IEEE Access,C. Naive baselines and benchmark design in time-series forecasting,15,59,69,10,PASS,,,Kapoor and Narayanan document similar reproducibility failures across machine-learning science [8].
mintou_p1_dstar_gru_dispatch,IEEE Access,C. Naive baselines and benchmark design in time-series forecasting,15,60,69,14,PASS,,,"RTS-GMLC [6] supplies the public, synchronized load and renewable data needed for an auditable benchmark."
mintou_p1_dstar_gru_dispatch,IEEE Access,C. Naive baselines and benchmark design in time-series forecasting,16,61,71,18,PASS,,,"Recent IEEE Access load-forecasting studies continue to combine temporal representation learning with tensor graph convolution or TimesNet--Crossformer--LSTM stacks [29], [30]."
mintou_p1_dstar_gru_dispatch,IEEE Access,C. Naive baselines and benchmark design in time-series forecasting,16,62,71,30,PASS,,,"Their prediction targets differ from curtailment onset, but they reinforce a relevant evaluation requirement: a retrieval benchmark should include competent deep temporal controls as well as naive and linear references."
mintou_p1_dstar_gru_dispatch,IEEE Access,C. Naive baselines and benchmark design in time-series forecasting,16,63,71,27,PASS,,,"We therefore use the same recurrent training protocol for DSTAR-GRU and its matched no-retrieval LSTM control, while treating broader architecture searches as outside the benchmark's mechanism-isolation purpose."
mintou_p1_dstar_gru_dispatch,IEEE Access,C. Naive baselines and benchmark design in time-series forecasting,17,64,73,31,REVISE,P1_STRONG_CLAIM_CHECK,核验独创性/因果/证明性措辞，并补直接证据或降格为观察性表述,"This literature supplies our main design rules: persistence and seasonal-naive must be first-class methods; sparse series require event- and onset-level metrics; and evaluation requires temporal splits, multiple seeds, and multiplicity correction."
mintou_p1_dstar_gru_dispatch,IEEE Access,C. Naive baselines and benchmark design in time-series forecasting,17,65,73,4,PASS,,,It also shapes interpretation.
mintou_p1_dstar_gru_dispatch,IEEE Access,C. Naive baselines and benchmark design in time-series forecasting,17,66,73,20,PASS,,,Persistence leading overall MAE is consistent with the M-competition record and therefore provides a useful validity check on the protocol.
mintou_p1_dstar_gru_dispatch,IEEE Access,D. Gap statement,18,67,77,11,PASS,,,"At the intersection, two gaps emerge from the literature reviewed here."
mintou_p1_dstar_gru_dispatch,IEEE Access,D. Gap statement,18,68,77,30,PASS,,,**(G1)** We found no reproducible public curtailment-risk early-warning benchmark that combines an onset protocol with seeded statistics; existing curtailment work is commonly retrospective or uses continuous proxies from private single-system data.
mintou_p1_dstar_gru_dispatch,IEEE Access,D. Gap statement,18,69,77,23,PASS,,,"**(G2)** Retrieval-based decision support has not been characterized across horizons on a common public benchmark with matched controls, leaving its horizon dependence insufficiently documented."
mintou_p1_dstar_gru_dispatch,IEEE Access,D. Gap statement,18,70,77,14,PASS,,,"Contribution 1 addresses G1, while Contributions 2–3 address G2 through an implemented framework and a cross-horizon mechanism analysis."
mintou_p1_dstar_gru_dispatch,IEEE Access,III. The Curtailment-Risk Benchmark,19,71,83,13,PASS,,,"The benchmark is defined by five design decisions, each stated with its rationale."
mintou_p1_dstar_gru_dispatch,IEEE Access,III. The Curtailment-Risk Benchmark,19,72,83,16,PASS,,,The construction is fully implemented in `src/powergrid_benchmark/mintou_real_curtailment.py` (run version `public_rts_curtailment_v5_onset_eval`); every rule below is inspectable code.
mintou_p1_dstar_gru_dispatch,IEEE Access,A. Method-independent task construction,20,73,87,18,PASS,,,"The substrate is the RTS-GMLC day-ahead hourly series [6]: system-aggregated load, wind, and solar for a full year (8760 hours)."
mintou_p1_dstar_gru_dispatch,IEEE Access,A. Method-independent task construction,20,74,87,13,PASS,,,A **fixed reference operating policy** converts these inputs into a curtailment-risk proxy target.
mintou_p1_dstar_gru_dispatch,IEEE Access,A. Method-independent task construction,20,75,87,6,PASS,,,It does not reconstruct observed dispatch.
mintou_p1_dstar_gru_dispatch,IEEE Access,A. Method-independent task construction,20,76,87,15,PASS,,,"At every hour, accepted renewable generation under the reference rule is capped at 70% of load,"
mintou_p1_dstar_gru_dispatch,IEEE Access,A. Method-independent task construction,21,77,94,16,PASS,,,"where $r_t$ is available renewable power (wind + PV), $d_t$ is load, and $y_t \in [0,1]$ is the reference-policy curtailment-risk proxy."
mintou_p1_dstar_gru_dispatch,IEEE Access,A. Method-independent task construction,21,78,94,9,PASS,,,The cap represents an SNSP-class instantaneous non-synchronous penetration rule [4].
mintou_p1_dstar_gru_dispatch,IEEE Access,A. Method-independent task construction,21,79,94,3,PASS,,,Two properties follow.
mintou_p1_dstar_gru_dispatch,IEEE Access,A. Method-independent task construction,21,80,94,17,REVISE,P1_STRONG_CLAIM_CHECK,核验独创性/因果/证明性措辞，并补直接证据或降格为观察性表述,"First, the proxy is method-independent: it is computed once from public inputs, before any forecasting method exists."
mintou_p1_dstar_gru_dispatch,IEEE Access,A. Method-independent task construction,21,81,94,6,PASS,,,"Second, it is sparse and bursty."
mintou_p1_dstar_gru_dispatch,IEEE Access,A. Method-independent task construction,21,82,94,26,PASS,,,"Under this reference rule, 8.2% of hours have nonzero proxy curtailment, 7.6% exceed the 0.02 onset threshold, the maximum rate is 0.383, and the implied curtailed-energy share is 2.68% (Fig. 1a–b)."
mintou_p1_dstar_gru_dispatch,IEEE Access,A. Method-independent task construction,22,83,96,27,PASS,,,"Each forecasting method sees the same seven hourly features: load, wind, PV, net load, load ramp, renewable share, and a topology-stress proxy computed from RTS-GMLC branch ratings."
mintou_p1_dstar_gru_dispatch,IEEE Access,A. Method-independent task construction,22,84,96,11,PASS,,,The features form 48-hour windows and are z-normalized with training-split statistics.
mintou_p1_dstar_gru_dispatch,IEEE Access,A. Method-independent task construction,22,85,96,15,PASS,,,"Models predict $y_{t+h}$ for $h \in \{1, 24\}$, representing intra-hour operational adjustment and day-ahead scheduling, respectively."
mintou_p1_dstar_gru_dispatch,IEEE Access,A. Method-independent task construction,23,86,100,37,PASS,,,"**Fig. 1.** Reference-policy curtailment-risk proxy target. (a) Full-year proxy-rate series under the fixed 70% SNSP-type policy, with temporal fit, validation, and test boundaries. (b) Monthly sparsity of nonzero and threshold-significant (≥0.02) proxy hours. (c) Test-split excerpt illustrating a proxy onset."
mintou_p1_dstar_gru_dispatch,IEEE Access,B. Temporal protocol,24,87,104,34,REVISE,P1_STRONG_CLAIM_CHECK,核验独创性/因果/证明性措辞，并补直接证据或降格为观察性表述,"The split is strictly temporal: the first 70% of target hours form the training window, whose final 15% (hours 5212–6131) is a validation slice for model selection and calibration, and the last 30% (2628 hours) is the test split."
mintou_p1_dstar_gru_dispatch,IEEE Access,B. Temporal protocol,24,88,104,28,PASS,,,"There is no shuffling and no random split; every learned method is trained, selected, and calibrated using only information available before the test period, per standard leak-avoidance guidance [28]."
mintou_p1_dstar_gru_dispatch,IEEE Access,C. Onset-slice evaluation,25,89,108,23,PASS,,,"Overall MAE on a series that is 91.8% zeros mostly measures whether a method predicts ""no curtailment"" smoothly — a job persistence does almost optimally."
mintou_p1_dstar_gru_dispatch,IEEE Access,C. Onset-slice evaluation,25,90,108,40,PASS,,,"The operational value of a curtailment-risk tool, by contrast, concentrates at the **onset hours**: the moments where significant curtailment emerges after quiet conditions, which are precisely the hours where persistence-type reasoning structurally cannot warn (its forecast is the quiet past)."
mintou_p1_dstar_gru_dispatch,IEEE Access,C. Onset-slice evaluation,25,91,108,7,PASS,,,"The benchmark therefore defines, for horizon $h$:"
mintou_p1_dstar_gru_dispatch,IEEE Access,C. Onset-slice evaluation,26,92,114,15,PASS,,,"i.e., significant curtailment at the target hour that was absent at observation time (Fig. 1c)."
mintou_p1_dstar_gru_dispatch,IEEE Access,C. Onset-slice evaluation,26,93,114,11,PASS,,,The test split contains 57 onset hours at $h{=}1$ and 172 at $h{=}24$.
mintou_p1_dstar_gru_dispatch,IEEE Access,C. Onset-slice evaluation,26,94,114,9,PASS,,,Let $\mathcal{I}_h$ denote the corresponding onset index set.
mintou_p1_dstar_gru_dispatch,IEEE Access,C. Onset-slice evaluation,26,95,114,5,PASS,,,The restricted regression error is
mintou_p1_dstar_gru_dispatch,IEEE Access,C. Onset-slice evaluation,27,96,120,11,PASS,,,"For onset detection, each continuous prediction is thresholded into a warning."
mintou_p1_dstar_gru_dispatch,IEEE Access,C. Onset-slice evaluation,27,97,120,28,PASS,,,"The threshold is calibrated separately for each method on the *training-window* onsets by maximizing F1 over a 40-point quantile grid, and is then applied unchanged to the test split."
mintou_p1_dstar_gru_dispatch,IEEE Access,C. Onset-slice evaluation,27,98,120,15,PASS,,,"With precision $P=TP/(TP+FP)$ and recall $R=TP/(TP+FN)$, the score is"
mintou_p1_dstar_gru_dispatch,IEEE Access,C. Onset-slice evaluation,28,99,126,10,PASS,,,A complementary event metric evaluates exceedance of a high-curtailment threshold.
mintou_p1_dstar_gru_dispatch,IEEE Access,C. Onset-slice evaluation,28,100,126,10,PASS,,,"That threshold is the median positive training rate, floored at 0.02."
mintou_p1_dstar_gru_dispatch,IEEE Access,C. Onset-slice evaluation,28,101,126,18,PASS,,,A stress-subset MAE over test hours in the top training quartile of renewable share completes the metric set.
mintou_p1_dstar_gru_dispatch,IEEE Access,D. Statistical protocol,29,102,130,25,PASS,,,"Every stochastic method runs with ten fixed seeds; deterministic methods (persistence, seasonal, ridge, raw-feature k-NN) contribute single rows and are compared descriptively by their means."
mintou_p1_dstar_gru_dispatch,IEEE Access,D. Statistical protocol,29,103,130,29,PASS,,,"Pairwise comparisons between the framework and each seeded opponent use the two-sided Mann–Whitney U test, with Holm correction within each horizon across 27 tests (three metrics × nine seeded opponents)."
mintou_p1_dstar_gru_dispatch,IEEE Access,D. Statistical protocol,29,104,130,20,PASS,,,"The complete primary table reports rank-biserial effects and pointwise, multiplicity-unadjusted 5000-resample intervals for mean differences (`real_curtailment_primary_inference_v2.csv`); Holm p-values determine significance."
mintou_p1_dstar_gru_dispatch,IEEE Access,D. Statistical protocol,29,105,130,15,PASS,,,Exact paired sign-flip tests form a post-freeze sensitivity analysis because stochastic methods share seed indices.
mintou_p1_dstar_gru_dispatch,IEEE Access,D. Statistical protocol,29,106,130,8,PASS,,,Neither seed-based interval covers year-to-year or event-block uncertainty.
mintou_p1_dstar_gru_dispatch,IEEE Access,E. Reference-cap choice and sensitivity of the task,30,107,134,15,PASS,,,The 70% cap lies within the documented SNSP operating range; the Irish limit increased from 50% toward 75% [4].
mintou_p1_dstar_gru_dispatch,IEEE Access,E. Reference-cap choice and sensitivity of the task,30,108,134,10,PASS,,,It is a benchmark parameter rather than a truth claim.
mintou_p1_dstar_gru_dispatch,IEEE Access,E. Reference-cap choice and sensitivity of the task,30,109,134,7,PASS,,,"Table 1 recomputes the target at caps 0.60, 0.70, and 0.80."
mintou_p1_dstar_gru_dispatch,IEEE Access,E. Reference-cap choice and sensitivity of the task,30,110,134,25,PASS,,,"Tightening the cap to 0.60 raises the event share to 13.3% and produces 263 day-ahead test onsets, while relaxing it to 0.80 lowers the share to 3.5% and produces 86 onsets."
mintou_p1_dstar_gru_dispatch,IEEE Access,E. Reference-cap choice and sensitivity of the task,31,111,136,5,PASS,,,All model comparisons use cap 0.70.
mintou_p1_dstar_gru_dispatch,IEEE Access,E. Reference-cap choice and sensitivity of the task,31,112,136,15,PASS,,,Whether the naive-baseline ordering and retrieval sign reversal persist at the other caps remains untested.
mintou_p1_dstar_gru_dispatch,IEEE Access,E. Reference-cap choice and sensitivity of the task,31,113,136,12,PASS,,,The series-level sensitivity characterizes that future experiment without implying a method-level result.
mintou_p1_dstar_gru_dispatch,IEEE Access,E. Reference-cap choice and sensitivity of the task,32,114,138,19,PASS,,,"**Table 1.** Series-level sensitivity of the benchmark target to the acceptance cap (from `figures/cap_sensitivity.json`; onset threshold 0.02, test split = final 30%)."
mintou_p1_dstar_gru_dispatch,IEEE Access,F. Construct validity and method-independent target construction,33,115,148,14,PASS,,,Construct validity depends on separating the forecasting target from the algorithms evaluated against it.
mintou_p1_dstar_gru_dispatch,IEEE Access,F. Construct validity and method-independent target construction,33,116,148,29,PASS,,,"The fixed reference policy therefore computes the proxy target once, before any model is fitted, and the resulting series is shared unchanged by every baseline, framework configuration, and ablation."
mintou_p1_dstar_gru_dispatch,IEEE Access,F. Construct validity and method-independent target construction,33,117,148,21,PASS,,,"Each compared learning method is trained from data, and each ablation changes one implemented mechanism rather than a hand-assigned performance constant."
mintou_p1_dstar_gru_dispatch,IEEE Access,F. Construct validity and method-independent target construction,33,118,148,33,PASS,,,This construction prevents method-specific terms from entering the label definition and makes adverse results--including the lack of an overall DSTAR-GRU advantage--interpretable as properties of the tested methods rather than of the target generator.
mintou_p1_dstar_gru_dispatch,IEEE Access,F. Construct validity and method-independent target construction,33,119,148,20,PASS,,,Detailed development history and superseded artifacts are retained with the reproducibility materials but are not part of the empirical claim.
mintou_p1_dstar_gru_dispatch,IEEE Access,IV. The Operating-State Retrieval Framework,34,120,154,14,PASS,,,Figure 2 locates the trainable and retrieval stages inside the method-independent benchmark and evaluation pipeline.
mintou_p1_dstar_gru_dispatch,IEEE Access,IV. The Operating-State Retrieval Framework,34,121,154,38,PASS,,,The target and temporal/onset protocol are fixed before model fitting; the fit-split retrieval bank and prediction head meet only at the validation-selected blend; and held-out evaluation applies the same horizon-specific metrics and multiplicity correction to every method.
mintou_p1_dstar_gru_dispatch,IEEE Access,IV. The Operating-State Retrieval Framework,35,122,158,7,PASS,,,**Fig. 2.** End-to-end benchmark and operating-state retrieval architecture.
mintou_p1_dstar_gru_dispatch,IEEE Access,IV. The Operating-State Retrieval Framework,35,123,158,6,PASS,,,Solid arrows denote the prediction path.
mintou_p1_dstar_gru_dispatch,IEEE Access,IV. The Operating-State Retrieval Framework,35,124,158,19,PASS,,,The lower strip lists evaluation outputs rather than trainable inputs and therefore cannot feed information back into the model.
mintou_p1_dstar_gru_dispatch,IEEE Access,IV. The Operating-State Retrieval Framework,36,125,160,20,PASS,,,"**Formal definitions.** Let \(X_t=[x_{t-47},\ldots,x_t]\in\mathbb{R}^{48\times 7}\) be a standardized observation window and \(E_\theta\) the shared recurrent encoder."
mintou_p1_dstar_gru_dispatch,IEEE Access,IV. The Operating-State Retrieval Framework,36,126,160,8,PASS,,,Its final state and direct regression output are
mintou_p1_dstar_gru_dispatch,IEEE Access,IV. The Operating-State Retrieval Framework,37,127,166,15,PASS,,,The encoder parameters are fitted only on the fit split by the horizon-specific squared-error objective
mintou_p1_dstar_gru_dispatch,IEEE Access,IV. The Operating-State Retrieval Framework,38,128,172,21,PASS,,,"The bank \(\mathcal B_h=\{(E_{\theta^\star}(X_q),y_{q+h}):q\in\mathcal T_{\mathrm{fit}}\}\) uses the same frozen encoder as the query branch."
mintou_p1_dstar_gru_dispatch,IEEE Access,IV. The Operating-State Retrieval Framework,38,129,172,12,PASS,,,"For a query \(t\), distance and the \(k\)-neighbor index set are"
mintou_p1_dstar_gru_dispatch,IEEE Access,IV. The Operating-State Retrieval Framework,39,130,179,7,PASS,,,The retrieval estimate and convex blend are
mintou_p1_dstar_gru_dispatch,IEEE Access,IV. The Operating-State Retrieval Framework,40,131,189,14,PASS,,,"The blend coefficient is chosen once on the validation slice, never on test outcomes:"
