paper,target_journal,section,paragraph_id,line_start,line_end,word_count,sentence_count,status,issue_codes,paragraph_preview
mintou_p3_samode_distribution_planning,Energies,3.2. Benchmark Construction from SimBench,24,110,110,55,4,PASS,,"Each subnet contributes one action of each kind, yielding $n=72$ candidates. Reinforcement cost scales with line length and load. Storage and DER gains scale with the shortfall from a renewable target of 55% of load, while automation reliab"
mintou_p3_samode_distribution_planning,Energies,3.2. Benchmark Construction from SimBench,25,112,112,50,3,PASS,,"The candidate pool spans EHV to LV subnets, whereas Section 5.4 validates compositions on four separate MV networks. Thus the proxy provides portfolio statistics and the AC stage evaluates action mixes on concrete lower-voltage grids. The m"
mintou_p3_samode_distribution_planning,Energies,3.2. Benchmark Construction from SimBench,26,126,126,54,2,PASS,,"We state plainly what this construction is: a *reproducible public proxy* for portfolio-level distribution planning. The objective indices are engineering-plausible functions of real network statistics, not AC power-flow results — which is "
mintou_p3_samode_distribution_planning,Energies,3.3. Planning Scenarios,27,130,130,44,2,PASS,,"Seven experiments exercise the pool along three axes — candidate-pool composition, load growth, and budget tightness — with an identical evaluation protocol throughout (Table 3). The planning stage itself is deterministic (a single nominal "
mintou_p3_samode_distribution_planning,Energies,3.3. Planning Scenarios,28,132,132,5,1,PASS,,**Table 3.** The seven planning scenarios.
mintou_p3_samode_distribution_planning,Energies,3.3. Planning Scenarios,29,144,144,82,3,PASS,,"Two design notes. First, `pareto_quality` intentionally replicates the base configuration under an independent per-method seed stream (seeds are derived by hashing the experiment and method identifiers), so it functions as an internal repli"
mintou_p3_samode_distribution_planning,Energies,4. CARS-MODE,30,150,150,49,2,PASS,,Figure 1 summarizes one generation and separates adaptive search from feasibility and evaluation. Parameter and strategy updates act on the continuous population; decoding and deterministic budget repair produce binary plans; constraint-dom
mintou_p3_samode_distribution_planning,Energies,4. CARS-MODE,31,154,154,28,3,PASS,,**Figure 1.** CARS-MODE architecture. The feedback arrow denotes the next generation. Standard hypervolume and AC power-flow validation are readouts of the archived solutions and do not affect strategy-success updates.
mintou_p3_samode_distribution_planning,Energies,4. CARS-MODE,32,156,156,58,2,PASS,,"CARS-MODE is a binary multi-objective DE organized so that each named mechanism is one switch in the code, which makes the ablation study of Section 6.2 a clean attribution. A continuous genome $g \in [0,1]^n$ is thresholded at 0.5 into a p"
mintou_p3_samode_distribution_planning,Energies,4. CARS-MODE,33,158,158,17,1,PASS,,"**Formal definitions.** A real genome \(g_i\in[0,1]^n\) is decoded into a binary plan and assigned budget violation"
mintou_p3_samode_distribution_planning,Energies,4. CARS-MODE,34,165,165,7,1,PASS,,The per-individual jDE controls are resampled by
mintou_p3_samode_distribution_planning,Energies,4. CARS-MODE,35,173,173,9,2,PASS,,"with independent \(U_k\sim U(0,1)\). The two mutation candidates are"
mintou_p3_samode_distribution_planning,Energies,4. CARS-MODE,36,183,183,5,1,PASS,,"followed by clipped binomial crossover,"
mintou_p3_samode_distribution_planning,Energies,4. CARS-MODE,37,192,192,14,1,PASS,,"If \(s_k^{(t)}\) is the decayed success mass of strategy \(k\), its sampling probability is"
mintou_p3_samode_distribution_planning,Energies,4. CARS-MODE,38,201,201,8,1,PASS,,"For an over-budget decoded plan, repair repeatedly removes"
mintou_p3_samode_distribution_planning,Energies,4. CARS-MODE,39,208,208,8,2,PASS,,until \(v(x)=0\). Constraint dominance is defined by
mintou_p3_samode_distribution_planning,Energies,4. CARS-MODE,40,217,217,11,1,PASS,,"Finally, with fixed normalization and reference point \(r\), reported hypervolume is"
mintou_p3_samode_distribution_planning,Energies,4.1. jDE Self-Adaptive Control Parameters,41,226,226,64,3,REVISE,P1_LONG_SENTENCE,"Each individual carries its own $(F_i, CR_i)$, initialized at $(0.5, 0.9)$. In every generation, with resampling probability $\tau = 0.1$, an individual redraws $F_i \sim U(0.1, 0.9)$ and $CR_i \sim U(0, 1)$ [2]. *Motivation:* the budget-co"
mintou_p3_samode_distribution_planning,Energies,4.2. Success-Driven Two-Strategy Pool,42,230,230,92,2,REVISE,P1_LONG_SENTENCE,"Mutation chooses between DE/rand/1 (base vector drawn uniformly) and DE/best/1 (base vector drawn from the current feasible-first non-dominated front) with a probability proportional to each strategy's recent success mass, in the SaDE spiri"
mintou_p3_samode_distribution_planning,Energies,4.3. Constraint-Aware Budget Repair,43,234,234,50,4,PASS,,Every decoded plan that exceeds the budget is repaired deterministically. The selected action with the lowest aggregate benefit-to-cost ratio is removed repeatedly until the plan is affordable. This avoids spending evaluations and selection
mintou_p3_samode_distribution_planning,Energies,4.4. Crowding-Based Diversity Preservation,44,238,238,65,2,PASS,,"Environmental selection is elitist ($\mu + \lambda$): parents and trials are pooled, sorted by constraint-domination fronts, and truncated to the population size with crowding distance [27] breaking ties in the last admitted front. The corr"
mintou_p3_samode_distribution_planning,Energies,5.1. Methods Compared,45,262,262,79,4,PASS,,"Table 4 lists the fourteen methods: CARS-MODE, nine baselines, and four ablations. NSGA-II, NSGA-II with matched repair, MOEA/D, GDE3, and NSDE are pymoo implementations [6] on the identical constrained problem; the two direct DE controls o"
mintou_p3_samode_distribution_planning,Energies,5.1. Methods Compared,46,283,283,41,2,PASS,,"Ablation-NoDER is a *problem-variant* probe rather than an operator switch: excluded candidates receive prohibitive cost in the search problem only, while evaluation stays in the full objective space, so its hypervolumes remain comparable. "
mintou_p3_samode_distribution_planning,Energies,5.2. Protocol,47,287,287,76,5,PASS,,"Each stochastic method runs **30 independent seeds** per experiment. Weighted Sum is deterministic: the uniform 2940-row implementation archive retains its repeated invocations, but its effective inferential sample size is one per experimen"
mintou_p3_samode_distribution_planning,Energies,5.3. Evaluation Metric and Statistics,48,291,291,120,7,PASS,,"The primary metric is the **standard hypervolume** of the feasible non-dominated front, computed with pymoo's exact indicator. Objectives use fixed per-experiment normalization bounds obtained from a seeded reference sample: the empty plan,"
mintou_p3_samode_distribution_planning,Energies,5.4. AC Load-Flow Validation Protocol,49,295,295,85,4,PASS,,"Because the planning objectives are proxies, a separate stage validates outcomes electrically. For the base, DER-siting, and storage-allocation experiments, the seed-0 compromise plan is reduced to counts of reinforcement, storage, DER, and"
mintou_p3_samode_distribution_planning,Energies,5.4. AC Load-Flow Validation Protocol,50,297,297,69,5,PASS,,"Pandapower AC power flow [7] is solved under base, 1.3x peak, 1.5x growth, 1.8x extreme growth, 2.5x high DER, and growth-plus-$N-1$ scenarios. The design yields $4\times6\times3=72$ cases per method. A case is AC-feasible when power flow c"
mintou_p3_samode_distribution_planning,Energies,5.4. AC Load-Flow Validation Protocol,51,299,299,12,1,PASS,,The fixed normalization used by the hypervolume implementation can be written as
mintou_p3_samode_distribution_planning,Energies,5.4. AC Load-Flow Validation Protocol,52,306,306,14,2,PASS,,"where $(\ell_q,u_q)$ are frozen before any method output is inspected. The evaluated front is therefore"
mintou_p3_samode_distribution_planning,Energies,5.4. AC Load-Flow Validation Protocol,53,314,314,12,1,PASS,,"For two seeded methods with rank sum $R_1$, the two-sided Mann--Whitney statistic is"
mintou_p3_samode_distribution_planning,Energies,5.4. AC Load-Flow Validation Protocol,54,321,321,11,1,PASS,,"Within an experiment, ordered p-values are adjusted by the step-down rule"
mintou_p3_samode_distribution_planning,Energies,5.4. AC Load-Flow Validation Protocol,55,328,328,10,1,PASS,,The descriptive relative margin reported in the result tables is
mintou_p3_samode_distribution_planning,Energies,5.4. AC Load-Flow Validation Protocol,56,334,334,24,2,PASS,,"and never substitutes for the corrected test. Finally, an AC case $z$ is counted as feasible only when all three engineering checks pass simultaneously,"
mintou_p3_samode_distribution_planning,Energies,5.4. AC Load-Flow Validation Protocol,57,343,343,25,2,PASS,,with $\widehat p_{\mathrm{AC}}=N_z^{-1}\sum_z I_{\mathrm{AC}}(z)$. These definitions distinguish optimization-front quality from physical feasibility; neither metric is used as a surrogate for the other.
mintou_p3_samode_distribution_planning,Energies,6.1. Main Comparison,58,351,351,26,1,PASS,,"Table 5 reports pooled results over all 7 experiments x 30 seeds; Figure 2 shows per-experiment distributions for the original seven-method comparison set, while Section 6.6 isolates the added direct controls."
mintou_p3_samode_distribution_planning,Energies,6.1. Main Comparison,59,353,353,24,2,PASS,,**Table 5.** Pooled leaderboard (210 runs per stochastic method). Weighted Sum is deterministic; its repeated archive rows provide rectangular provenance and do not constitute seeded inference.
mintou_p3_samode_distribution_planning,Energies,6.1. Main Comparison,60,372,372,129,7,PASS,,"CARS-MODE attains a pooled mean hypervolume of 0.04218 (std 0.00381), 6.22% above the strongest like-for-like baseline NSGA-II+Repair (0.03971, NSGA-II augmented with the same budget repair) and 6.34% above plain NSGA-II (0.03966). Repair a"
mintou_p3_samode_distribution_planning,Energies,6.1. Main Comparison,61,376,376,31,2,PASS,,**Figure 2.** Hypervolume distributions (30 seeds per box) across the seven planning scenarios for CARS-MODE and the original six baselines. The matched-repair and direct DE controls are reported numerically in Table 5 and Figure 9.
mintou_p3_samode_distribution_planning,Energies,6.1. Main Comparison,62,378,378,8,1,PASS,,"Table 6 breaks out the only competitive baseline, NSGA-II."
mintou_p3_samode_distribution_planning,Energies,6.1. Main Comparison,63,380,380,30,4,PASS,,**Table 6.** CARS-MODE vs. NSGA-II per experiment. The interval is a 5000-resample bootstrap CI for the mean HV difference; $r_{rb}$ is rank-biserial correlation. Holm correction covers twelve stochastic opponents per experiment.
mintou_p3_samode_distribution_planning,Energies,6.1. Main Comparison,64,392,392,61,3,PASS,,"The margin is significant in all seven scenarios, largest under the 0.82x budget (+9.84%) and smallest on the storage-only pool (+1.87%). The pareto_quality seeded repeat within the same benchmark family reproduces a positive margin (+6.55%"
mintou_p3_samode_distribution_planning,Energies,6.2. Ablation Study,65,396,396,14,1,PASS,,Figure 3 compares the full method with the four ablations (pooled over 7 experiments x 30 seeds).
mintou_p3_samode_distribution_planning,Energies,6.2. Ablation Study,66,400,400,38,2,PASS,,"**Figure 3.** Mean hypervolume (+/- std) of CARS-MODE and the four ablations, pooled over all experiments and seeds. FixedDE is nominally higher and unresolved at the proxy level; under the fixed composition mapping, its descriptive AC-feas"
mintou_p3_samode_distribution_planning,Energies,6.2. Ablation Study,67,402,402,82,6,PASS,,Two components carry the proxy-level result. Removing budget repair costs 6.84% of pooled hypervolume. It is significant in 6/7 experiments under the primary within-experiment opponent families and in 7/7 under the supplementary repair-spec
mintou_p3_samode_distribution_planning,Energies,6.2. Ablation Study,68,404,404,112,5,PASS,,"**Strategy adaptation does not improve the proxy indicator.** Ablation-FixedDE — fixed $F = 0.5$, $CR = 0.9$, and a single rand/1 strategy — attains a pooled mean of 0.04243, **0.60% above the full method**. The difference is not Holm-signi"
mintou_p3_samode_distribution_planning,Energies,6.3. AC Load-Flow Validation and the HV--AC Trade-Off,69,408,408,16,1,PASS,,Table 7 and Figure 4 report the pandapower validation of every method's compromise plan compositions over 72 AC cases.
mintou_p3_samode_distribution_planning,Energies,6.3. AC Load-Flow Validation and the HV--AC Trade-Off,70,410,410,10,2,PASS,,**Table 7.** AC validation summary. Stress-only excludes the base scenario (60 cases).
mintou_p3_samode_distribution_planning,Energies,6.3. AC Load-Flow Validation and the HV--AC Trade-Off,71,429,429,27,2,PASS,,"**Figure 4.** AC-feasible rate (all scenarios, upper bar; stress-only, lower bar) per method over 72 pandapower cases on four SimBench MV networks. The dashed line is the No-Plan reference (0.50)."
mintou_p3_samode_distribution_planning,Energies,6.3. AC Load-Flow Validation and the HV--AC Trade-Off,72,431,431,11,1,PASS,,"Three readings, in decreasing order of comfort for the proposed method."
mintou_p3_samode_distribution_planning,Energies,6.3. AC Load-Flow Validation and the HV--AC Trade-Off,73,433,433,66,3,REVISE,P1_STRONG_CLAIM_CHECK,"First, most non-empty compromise plans improve the displayed AC diagnostics relative to the No-Plan reference. For CARS-MODE, the feasible rate is 0.611 versus 0.500 overall and 0.567 versus 0.400 under stress; the worst-bus voltage rises f"
mintou_p3_samode_distribution_planning,Energies,6.3. AC Load-Flow Validation and the HV--AC Trade-Off,74,435,435,110,6,PASS,,"Second, **the proxy-hypervolume ranking does not transfer to the AC ranking.** CARS-MODE is mid-pack in the composition-level check: Standard DE reaches 0.681 AC feasibility, NSGA-II 0.667, GA 0.639, and CARS-MODE 0.611. The seed-0 CARS-MOD"
mintou_p3_samode_distribution_planning,Energies,6.3. AC Load-Flow Validation and the HV--AC Trade-Off,75,437,437,115,7,PASS,,"Third, the AC inspection changes the interpretation of the adaptation ablation. **Ablation-FixedDE, the nominal proxy winner (+0.60%, n.s.), has an overall AC-feasible rate of 0.569 versus 0.611 for the full method** (stress-only 0.517 vers"
mintou_p3_samode_distribution_planning,Energies,6.3. AC Load-Flow Validation and the HV--AC Trade-Off,76,439,439,109,4,REVISE,P1_LONG_SENTENCE,"A note on the high-DER stress scenario specifically: in that scenario the No-Plan reference achieves an AC-feasible rate of 0.25, which exceeds several methods (NSGA-II 0, PSO 0, Ablation-NoRepair 0). This is a **mapping-rule artifact** rat"
mintou_p3_samode_distribution_planning,Energies,6.4. Parameter Sensitivity Analysis,77,443,443,56,5,PASS,,"Parameter sensitivity is evaluated on the base experiment with 10 seeds per point. Population size is varied as $N_p\in\{20,40,60\}$, with NSGA-II re-run at each matched size. The jDE resampling probability is varied as $\tau\in\{0.05,0.1,0"
mintou_p3_samode_distribution_planning,Energies,6.4. Parameter Sensitivity Analysis,78,445,445,37,2,PASS,,"**Table 8.** Exploratory parameter sensitivity on the base experiment (10 seeds per point; nominal, multiplicity-unadjusted two-sided Mann--Whitney p-values versus the matched NSGA-II reference). The ""$N_p$ = 40"" and ""$\tau$ = 0.1"" rows are"
mintou_p3_samode_distribution_planning,Energies,6.4. Parameter Sensitivity Analysis,79,458,458,30,1,PASS,,"**Figure 5.** Mean hypervolume (+/- std over 10 seeds) of CARS-MODE across the population-size axis (**a**, NSGA-II re-run at matched sizes) and the jDE resampling-probability axis (**b**, NSGA-II reference at the default population)."
mintou_p3_samode_distribution_planning,Energies,6.4. Parameter Sensitivity Analysis,80,460,460,71,4,PASS,,"At every swept point CARS-MODE's mean hypervolume is above the corresponding NSGA-II reference (smallest absolute margin 0.0022), so no mean-rank reversal appears in the tested range. The nominal p-values are shown for transparency but do n"
mintou_p3_samode_distribution_planning,Energies,6.4. Parameter Sensitivity Analysis,81,462,462,68,4,PASS,,The proxy indicator and AC-feasibility results differ partly because the algorithms return different compromise compositions. Figure 6 summarizes those compositions across the seven planning scenarios. CARS-MODE allocates more actions to st
mintou_p3_samode_distribution_planning,Energies,6.4. Parameter Sensitivity Analysis,82,466,466,49,3,PASS,,"**Figure 6.** Mean number of reinforcement, storage, DER, and automation actions in the selected compromise plans across seven scenarios. Bars are descriptive aggregates from the frozen composition table. They identify portfolio differences"
mintou_p3_samode_distribution_planning,Energies,6.5. Quality--Cost and AC-Margin Diagnostics,83,470,470,71,5,PASS,,"The pooled runtime data add an efficiency dimension to the accuracy results. CARS-MODE attains mean HV 0.04218 at 0.122 s per run, whereas NSGA-II attains 0.03966 at 0.080 s. The full method is therefore about 53% slower in this compact imp"
mintou_p3_samode_distribution_planning,Energies,6.5. Quality--Cost and AC-Margin Diagnostics,84,474,474,34,3,PASS,,**Figure 7.** Quality--cost diagnostic over the frozen 2940-run archive. Coordinates are pooled means across seven experiments; marker area represents mean feasible-front size. Pooled points are descriptive because the formal comparisons re
mintou_p3_samode_distribution_planning,Energies,6.5. Quality--Cost and AC-Margin Diagnostics,85,476,476,101,5,PASS,,"The AC summary in Figure 4 reports feasibility rates, but a pass/fail proportion does not show proximity to the thermal boundary. Figure 8 therefore displays the median and 95th percentile of maximum line loading over the same 72 AC cases p"
mintou_p3_samode_distribution_planning,Energies,6.5. Quality--Cost and AC-Margin Diagnostics,86,480,480,43,3,PASS,,"**Figure 8.** Median and 95th-percentile maximum line loading over the 72 pandapower validation cases per method. The dashed line marks the 100% thermal criterion used in the AC-feasibility definition. Colors identify CARS-MODE, the no-plan"
mintou_p3_samode_distribution_planning,Energies,6.5. Quality--Cost and AC-Margin Diagnostics,87,482,482,49,3,PASS,,"Together, Figures 7 and 8 prevent two overstatements. The adaptive strategy does not provide a demonstrated proxy-HV advantage over FixedDE, and a favorable mean front does not guarantee comfortable AC margins. The supported contribution is"
mintou_p3_samode_distribution_planning,Energies,6.6. Direct Multi-Objective DE Controls,88,486,486,77,5,PASS,,"GDE3 and NSDE close the most consequential gap in the original baseline set because both retain differential-evolution variation and Pareto-based environmental selection. Their pooled hypervolumes are 0.03885 and 0.03887, respectively, comp"
mintou_p3_samode_distribution_planning,Energies,6.6. Direct Multi-Objective DE Controls,89,490,490,48,3,PASS,,"**Figure 9.** Mean hypervolume over 30 seeds for CARS-MODE, GDE3, and NSDE in each scenario. All fourteen CARS-MODE-versus-control tests are significant after Holm correction within scenario. These comparisons strengthen the framework-level"
mintou_p3_samode_distribution_planning,Energies,7. Discussion,90,496,496,85,4,PASS,,"**What the two-level evaluation supports.** CARS-MODE attains higher proxy hypervolume than every external baseline tested, including matched-repair NSGA-II, GDE3, and NSDE. The FixedDE ablation is nominally higher and statistically unresol"
mintou_p3_samode_distribution_planning,Energies,7. Discussion,91,498,498,117,4,PASS,,"**Why strategy adaptation remains an exploratory component.** FixedDE is nominally 0.60% higher at the proxy level, and the contrast remains unresolved in all seven scenarios, so the primary evidence does not show an adaptation gain. The AC"
mintou_p3_samode_distribution_planning,Energies,7. Discussion,92,500,500,92,3,PASS,,"**Why the complete framework can outperform controls without an adaptation effect.** Removing diversity or repair reduces the effective set of feasible trade-off solutions, whereas fixing the DE parameters leaves that set almost unchanged. "
mintou_p3_samode_distribution_planning,Energies,7. Discussion,93,502,502,76,4,PASS,,"**Practical reading for planners.** All runtimes are sub-second at the tested scale. Front-returning methods provide a trade-off set and dominate the scalarized controls on proxy hypervolume, but the AC composition check does not preserve t"
mintou_p3_samode_distribution_planning,Energies,8. Limitations,94,508,508,8,1,PASS,,We state the boundaries of this study explicitly.
mintou_p3_samode_distribution_planning,Energies,9. Conclusions,95,522,522,71,5,PASS,,"This study evaluates a constraint-aware, strategy-pool multi-objective DE for distribution-planning portfolios. On the SimBench-derived benchmark, CARS-MODE exceeds NSGA-II with matched repair by 6.22% pooled hypervolume across seven scenar"
mintou_p3_samode_distribution_planning,Energies,9. Conclusions,96,524,524,74,5,PASS,,"The component and electrical results impose a narrower interpretation. Budget repair and crowding diversity carry the proxy gain, decreasing hypervolume by 6.84% and 33.56% when removed. Strategy adaptation is proxy-neutral: its fixed-param"
mintou_p3_samode_distribution_planning,Energies,9. Conclusions,97,526,526,83,4,PASS,,"CARS-MODE is therefore supported as a consistently higher-HV proxy optimizer across the seven tested scenarios. Its adaptive controller is an implemented but empirically unresolved component, whereas repair and diversity carry the measured "
mintou_p3_samode_distribution_planning,Energies,Author Contributions,98,532,532,38,1,BLOCK,P0_PLACEHOLDER,"[AUTHOR INPUT REQUIRED: assign the CRediT roles to Linyao Zhang, Jieyun Zheng, Zhanghuang Zhang, Shiyuan Ni, and Guilian Wu, and obtain approval from every author.] All authors have read and agreed to the published version of the manuscript"
mintou_p3_samode_distribution_planning,Energies,Funding,99,536,536,20,1,BLOCK,P0_PLACEHOLDER,"[AUTHOR INPUT REQUIRED: insert the verified funder, grant number, and APC funder, or state ""This research received no external funding.""]"
mintou_p3_samode_distribution_planning,Energies,Data Availability Statement,100,548,548,87,4,PASS,,"All data used in this study are public. The planning benchmark derives from the SimBench complete mixed dataset (`1-complete_data-mixed-all-0-sw`, https://simbench.de), and the AC validation uses SimBench MV rural, semi-urban, urban, and co"
mintou_p3_samode_distribution_planning,Energies,Acknowledgments,101,552,552,50,3,PASS,,"During the preparation of this manuscript and study, the authors used Claude (Anthropic) for code-generation assistance, experiment orchestration, and manuscript drafting under human supervision. All experimental designs, results, and concl"
mintou_p3_samode_distribution_planning,Energies,Conflicts of Interest,102,556,556,7,1,PASS,,The authors declare no conflicts of interest.
