paper,section,subsection,paragraph,words,citations,crossrefs,numeric_tokens,role,mechanical_flag,opening
MA_SQLGrid,Related Work,Text-to-SQL Evaluation and Schema Generalization,3,90,0,0,0,result/interpretation,ok,"Execution equivalence is particularly vulnerable when a table is small, a predicate happens not to filter any row, or two joins coincide on one snapshot. Test-suite accuracy and multiple database states can reduce this a"
MA_SQLGrid,Related Work,Text-to-SQL Evaluation and Schema Generalization,4,73,1,0,1,literature/context,ok,"Work on SQL-oriented language-model teams shows another distinction between using several models as options and coordinating explicit roles . A team can increase candidate diversity, whereas an agent architecture can for"
MA_SQLGrid,Related Work,"Schema Linking, Context Packages, and Output Contracts",5,56,1,0,3,literature/context,ok,"Schema linking connects question spans to tables, columns, values, and foreign-key relations . Full-schema context preserves recall but can increase token cost and distraction. Compact context reduces the search space bu"
MA_SQLGrid,Related Work,"Schema Linking, Context Packages, and Output Contracts",6,78,1,0,1,boundary/limitation,ok,"Retrieval-based schema selection frames this trade-off as a recall problem over relevant tables, columns, and relationships . In a grid database, lexical relevance alone may miss bridge tables or coded fields whose names"
MA_SQLGrid,Related Work,"Schema Linking, Context Packages, and Output Contracts",7,76,0,0,0,exposition/transition,ok,"The inherited GridDB factorial study isolates two implemented prompt factors: a full-DDL/global-values package versus a compact/domain-grounded package, and absence versus presence of a composite structural/SQL-operation"
MA_SQLGrid,Related Work,"Schema Linking, Context Packages, and Output Contracts",8,71,3,0,5,boundary/limitation,ok,Constrained generation and execution guidance reduce invalid candidates. PICARD constrains decoding so inadmissible SQL continuations can be rejected during generation . CHESS combines contextual grounding and SQL synthe
MA_SQLGrid,Related Work,"Schema Linking, Context Packages, and Output Contracts",9,68,0,0,0,boundary/limitation,ok,"This boundary also changes the reproducibility unit. A monolithic prompt often records only the final SQL, while the blackboard records the question-only intent, schema links, canonical candidates, safety decisions, exec"
MA_SQLGrid,Related Work,Agentic Decomposition and Auditable Control,10,50,0,0,0,boundary/limitation,ok,"Agentic decomposition can make intermediate decisions explicit, but naming pipeline stages as agents does not establish a multi-agent benefit. Such evidence requires a comparison that holds the model, data, decoding conf"
MA_SQLGrid,Related Work,Agentic Decomposition and Auditable Control,11,65,1,0,1,literature/context,ok,"Multi-agent systems are also used in energy management, where agents represent physical or decision-making entities and exchange state or control information . That tradition differs from language-model role decompositio"
MA_SQLGrid,Related Work,Agentic Decomposition and Auditable Control,12,81,0,0,0,exposition/transition,ok,treats an agent as a role with a typed contract rather than assuming that every role must be a separately hosted model. The Analyst and Cartographer can be deterministic or model-assisted; the Synthesizer can receive can
MA_SQLGrid,Related Work,Agentic Decomposition and Auditable Control,13,75,0,0,0,result/interpretation,support-check,"Debate and self-repair designs can create useful diversity, but they also introduce stopping rules, message-history effects, and additional sampling opportunities. Reproducible evaluation should record which role caused "
MA_SQLGrid,Related Work,Power-Grid Data and External Validity,14,61,1,0,2,literature/context,ok,"Power-system datasets combine topology, equipment attributes, measurements, time series, costs, and constraints. RTS-GMLC and SimBench provide reproducible engineering resources that can be transformed into relational st"
MA_SQLGrid,Related Work,Power-Grid Data and External Validity,15,37,1,0,1,boundary/limitation,ok,"DKA-SQL is a direct power-grid text-to-SQL precedent . Its published corpus, method, models, and evaluation boundary differ from ours. Because no official implementation was used, the current BIRD protocol is neither a D"
MA_SQLGrid,Related Work,Power-Grid Data and External Validity,16,71,0,0,0,exposition/transition,ok,"External validity has two axes. Database structure must resemble target assets, topology, measurements, and maintenance records, while questions and reference answers must reflect how qualified users formulate and resolv"
MA_SQLGrid,Related Work,Power-Grid Data and External Validity,17,52,0,1,0,exposition/transition,ok,"Table summarizes the closest methodological axes. The comparison is architectural rather than a score table because datasets, call budgets, and evaluators differ. It shows that the present novelty lies in combining typed"
MA_SQLGrid,Materials and Methods,Task and Evidence Boundary,1,14,0,0,0,exposition/transition,short,"For question , read-only database , and introspected schema , a generator produces one or more candidates"
MA_SQLGrid,Materials and Methods,Task and Evidence Boundary,2,41,0,0,0,exposition/transition,ok,"Each candidate must satisfy a single-statement read-only contract. The accepted leading form is SELECT or WITH; comments, multiple statements, write operations, schema changes, attachments, and pragmas are rejected. A ca"
MA_SQLGrid,Materials and Methods,Task and Evidence Boundary,3,59,0,0,2,result/interpretation,ok,"The offline evaluator may later compare the selected query with a reference result. Let when the selected SQL executes and its result equals the frozen reference result under the registered evaluator, and otherwise. Refe"
MA_SQLGrid,Materials and Methods,Task and Evidence Boundary,4,66,0,0,0,boundary/limitation,ok,"This boundary yields three distinct objects. A candidate is admissible when its syntax and requested operations satisfy policy, executable when it completes within the registered database limits, and correct under the fr"
MA_SQLGrid,Materials and Methods,Task and Evidence Boundary,5,70,0,0,0,exposition/transition,ok,"The framework's response contract contains the selected SQL, stable candidate and source identifiers, referenced tables and columns, execution-state and result hashes, state-coverage summary, abstention or selection reas"
MA_SQLGrid,Materials and Methods,Data Resources and Provenance,6,97,0,0,18,exposition/transition,ok,"GridDB-Maintenance-v2 v0.1 is a synthetic SQLite case study with eight tables and 98 rows: asset\ types (6), assets (18), grid\ topology (9), locations (8), maintenance\ logs (8), sensor\ readings (26), technicians (8), "
MA_SQLGrid,Materials and Methods,Data Resources and Provenance,7,77,0,0,11,method/protocol,ok,"BIRD Mini-Dev contributes 500 public items over 11 SQLite databases. The authorized protocol froze item and method order, prompts, two local model files, evaluator behavior, Python 3.10.11/SQLite 3.40.1, and zero retries"
MA_SQLGrid,Materials and Methods,Data Resources and Provenance,8,54,0,0,9,method/protocol,ok,"The GridDB reliability release contains 18 states: the canonical snapshot, three insertion permutations, and 14 additional schema-valid stress states. The scorer produced 25,920 prediction-state rows ( ). A prediction-bl"
MA_SQLGrid,Materials and Methods,Data Resources and Provenance,9,25,0,0,0,result/interpretation,short,"Artifacts are labeled Inherited, Recomputed, New, or Diagnostic. The coordination core is implementation evidence and its replay is Diagnostic. Neither is a New execution-accuracy result."
MA_SQLGrid,Materials and Methods,Data Resources and Provenance,10,81,0,0,0,boundary/limitation,ok,The evidence classes also preserve chronology. ``Inherited'' means that predictions and primary outcomes predated the current coordination framework. ``Recomputed'' means that a retained input was processed again without
MA_SQLGrid,Materials and Methods,Data Resources and Provenance,11,40,0,1,0,exposition/transition,ok,"Table separates resources by domain, evidence class, visibility, and semantic-review status. BIRD is explicitly non-grid. RTS-GMLC and SimBench provide authentic power-system structures, but their question--SQL pairs rem"
MA_SQLGrid,Materials and Methods,Five-Agent Coordination Framework,12,53,0,1,1,exposition/transition,ok,"The evidence chronology is shown in Table . Release v3 is classified as a post-audit descriptive re-execution: its execution path sealed decisions before directly loading raw gold, but the frozen regression suite had alr"
MA_SQLGrid,Materials and Methods,Five-Agent Coordination Framework,13,58,0,1,1,exposition/transition,ok,comprises five specialist roles coordinated by a deterministic controller. Figure is derived from the implemented source rather than an aspirational free-form agent diagram. The controller is not a sixth reasoning model:
MA_SQLGrid,Materials and Methods,Five-Agent Coordination Framework,14,63,0,0,0,exposition/transition,ok,"The Query Analyst produces a structured question-only intent record containing lexical tokens, detected aggregations, ordering requirements, and an explicit limit when present. It does not select SQL or see correctness. "
MA_SQLGrid,Materials and Methods,Five-Agent Coordination Framework,15,142,0,0,1,boundary/limitation,ok,"The SQL Synthesizer packages externally produced SQL strings. It contains no model client, performs no hidden API call, canonicalizes whitespace and semicolons, removes exact duplicates without changing first occurrence,"
MA_SQLGrid,Materials and Methods,Five-Agent Coordination Framework,16,181,0,0,8,boundary/limitation,long,"After R3 review, a separate FINAL executor variant adds explicit function allowlisting, maximum projected width, a raw scalar-cell byte boundary, and a budget for the total returned result. BLOBs and memory views are cha"
MA_SQLGrid,Materials and Methods,Five-Agent Coordination Framework,17,91,0,0,0,exposition/transition,ok,"The executor threat model assumes an untrusted candidate SQL string but a trusted host application, trusted SQLite library, correctly configured database allowlist, and immutable local database file. It aims to prevent m"
MA_SQLGrid,Materials and Methods,Five-Agent Coordination Framework,18,76,0,0,0,boundary/limitation,ok,"Failure handling is intentionally fail-closed and non-retrying. A parse denial, authorizer denial, timeout, opcode limit, row limit, width limit, cell limit, or total-result limit creates a retained attempt record and ma"
MA_SQLGrid,Materials and Methods,Five-Agent Coordination Framework,19,86,0,0,4,boundary/limitation,ok,"The Counterfactual Critic consumes named state results, rejects duplicate state identifiers, and records evaluated, passed, failed, and missing states. When counterfactual evidence is optional, missing evidence remains d"
MA_SQLGrid,Materials and Methods,Five-Agent Coordination Framework,20,81,0,0,0,boundary/limitation,ok,"The blackboard is append-only at the application layer: a role posts a typed message and cannot rewrite an earlier message. The controller checks role, message type, sequence number, and required fields before acceptance"
MA_SQLGrid,Materials and Methods,Five-Agent Coordination Framework,21,78,0,0,0,boundary/limitation,ok,"Information flow is intentionally asymmetric. The Analyst receives the question but no candidate SQL. The Cartographer receives the question, intent record, and introspected schema. The Synthesizer receives external cand"
MA_SQLGrid,Materials and Methods,Deterministic Adjudication and Abstention,22,102,0,0,6,boundary/limitation,ok,"Eligibility always requires safety and successful execution. The default rule assigns 40 validation points for safety, 40 for execution, 10 for question-derived aggregate-shape conformity, 5 for question-derived ordering"
MA_SQLGrid,Materials and Methods,Deterministic Adjudication and Abstention,23,86,0,0,0,exposition/transition,ok,"Question-derived shape checks are deliberately weak. They detect cues such as ``how many'', ``highest'', ``first'', and explicit limits and compare them with the projected aggregate or ordering structure. They do not inf"
MA_SQLGrid,Materials and Methods,Deterministic Adjudication and Abstention,24,72,0,0,0,boundary/limitation,ok,Abstention has two layers. Pre-ranking abstention occurs when no candidate passes safety and execution requirements or when required state coverage is incomplete. Post-ranking ambiguity is currently resolved by stable or
MA_SQLGrid,Materials and Methods,Deterministic Adjudication and Abstention,25,20,0,1,0,exposition/transition,short,"For this paper, robustness is a vector rather than a universal label (Table ). Only tested components are reported as evidence."
MA_SQLGrid,Materials and Methods,Inherited GridDB Factorial Design,26,58,0,0,11,exposition/transition,ok,The paired design crosses context package and composite hint . F00 uses full DDL and global values without the hint; F01 adds the hint; F10 uses compact domain-grounded context without the hint; and F11 combines compact 
MA_SQLGrid,Materials and Methods,Inherited GridDB Factorial Design,27,73,0,0,0,method/protocol,ok,"Because each question appears in every prompt cell, cell differences are paired within question. The two backbone snapshots form parallel finite-corpus experiments rather than independent replications drawn from a model "
MA_SQLGrid,Materials and Methods,Inherited GridDB Factorial Design,28,55,0,0,4,exposition/transition,ok,Qwen2.5-Coder-7B Q4\ K\ M and Granite-3.3-8B Q4\ K\ M were run at temperature zero with fixed snapshots. Each prompt produced exactly one response. The parser retained the first SQL candidate through the first semicolon;
MA_SQLGrid,Materials and Methods,Inherited GridDB Factorial Design,29,44,0,0,0,result/interpretation,ok,"Strict execution equality is primary. A common-target projected-column indicator is a secondary manipulation check. Paired finite-set contrasts use normalized-SQL clusters as dependence proxies, registered sign-flip test"
MA_SQLGrid,Materials and Methods,"Component, Multi-State, and Public Protocols",30,53,0,0,1,exposition/transition,ok,The separately frozen component study contains 700 scored calls. E1 compares candidate generation with and without presented value evidence. E2 requests up to three candidates and compares a deterministic reference-answe
MA_SQLGrid,Materials and Methods,"Component, Multi-State, and Public Protocols",31,62,0,0,8,method/protocol,ok,The v5 reliability protocol reproduced all 1440 T0 labels and then executed every prediction over 18 states. The primary 66-question analysis uses a logical-AND endpoint over 15 semantic states. A prediction passes only 
MA_SQLGrid,Materials and Methods,"Component, Multi-State, and Public Protocols",32,36,0,0,1,method/protocol,ok,"The BIRD protocol compares direct prompting, decomposition, schema selection, and bounded execution repair. Each method has a fixed call pattern and zero retries. Pairwise differences use exact database-cluster sign rand"
MA_SQLGrid,Materials and Methods,"Component, Multi-State, and Public Protocols",33,63,0,0,0,boundary/limitation,ok,The four protocols answer different questions and are not pooled. GridDB factorial cells test prompt-package manipulations on a controlled grid schema. E1 and E2 test presented values and reference-free selection under a
MA_SQLGrid,Materials and Methods,"Component, Multi-State, and Public Protocols",34,71,0,0,0,result/interpretation,support-check,"For every inferential family, multiplicity is defined before interpretation. The primary GridDB factorial family, the corrected projected-column family, the component family, the nine multi-state contrasts, and the BIRD "
MA_SQLGrid,Materials and Methods,Retrospective Offline Coordination Diagnostic,35,60,0,0,4,exposition/transition,ok,"The replay verifies SHA-256 for two 720-row prediction ledgers and the 25,920-row formal-v5 ledger before reading them. For each question it pools the eight existing outputs from two backbones and four prompt cells, cano"
MA_SQLGrid,Materials and Methods,Retrospective Offline Coordination Diagnostic,36,35,0,0,0,result/interpretation,ok,"This is a coverage diagnostic. Candidates were generated under different models and prompt packages; the pool is not a deployable, matched multi-agent run. No selected output is compared with gold to produce an accuracy "
MA_SQLGrid,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,37,121,0,0,5,exposition/transition,ok,The release-v3 study reuses exactly eight frozen source slots for each of the 180 GridDB evaluation questions: four Qwen prompt cells followed by four Granite prompt cells. It performs no LLM call and creates no new ques
MA_SQLGrid,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,38,119,0,0,1,exposition/transition,ok,"The three query-blind witnesses have distinct SHA-256 values and are built from T0 without reading questions, prompts, predictions, scores, or gold. M1 adds an irrelevant relation and rows; M2 adds harmless indexes and r"
MA_SQLGrid,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,39,97,0,0,0,exposition/transition,ok,"These witnesses test metamorphic relations rather than alternative ground-truth answers. M1 asks whether an irrelevant table changes behavior, M2 whether logically neutral storage changes alter the result, and M3 whether"
MA_SQLGrid,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,40,82,0,0,0,boundary/limitation,ok,Candidate order is a first-class experimental variable because the adjudicator uses stable order for equal scores. Original order places four Qwen slots before four Granite slots and follows the prompt-cell sequence with
MA_SQLGrid,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,41,283,0,0,31,boundary/limitation,long,"Before v3 execution, a content-bound UTC timestamp, configuration, question-only prompt-derived selection view, two 720-row prediction ledgers, schema, T0, three witness databases, complete witness manifest, exact witnes"
MA_SQLGrid,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,42,72,0,0,7,result/interpretation,ok,"Descriptive endpoints are strict execution accuracy over all 180 questions, coverage and abstention, complete metamorphic invariance of the selected candidate, and rescue/harm relative to fixed order. The retained sensit"
MA_SQLGrid,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,43,55,0,0,1,boundary/limitation,ok,"The later FINAL executor is a post-review engineering correction and is not part of the historical v3 test count. Its 14-test suite closes the raw-BLOB accounting defect found during R3 review, while the immutable R3 imp"
MA_SQLGrid,Materials and Methods,Generative-AI Assistance and Author Responsibility,44,100,0,0,4,boundary/limitation,ok,"The local SQL-generation experiments used the explicitly identified Qwen2.5-Coder-7B-Instruct Q4\ K\ M and Granite-3.3-8B-Instruct Q4\ K\ M snapshots under the frozen protocols described above. Separately, during reconst"
MA_SQLGrid,Materials and Methods,Generative-AI Assistance and Author Responsibility,45,90,0,0,0,result/interpretation,support-check,"All executable suggestions were run locally against retained inputs, and reported numerical results were taken from frozen or independently recomputed ledgers rather than accepted from generated prose. The authors retain"
MA_SQLGrid,Results,Complete GridDB Cell Results,1,20,0,1,1,exposition/transition,short,"All 1440 scheduled predictions are present, and independent SQLite re-execution reproduced the stored execution verdicts. Table reports strict execution equality."
MA_SQLGrid,Results,Complete GridDB Cell Results,2,63,0,0,14,exposition/transition,ok,"The common-target projected-column diagnostic is 0.5222 in F00 for both backbones. Qwen obtains 0.9667, 0.5889, and 0.9611 in F01, F10, and F11; Granite obtains 0.8778, 0.5667, and 0.9222. Returning the requested number "
MA_SQLGrid,Results,Complete GridDB Cell Results,3,80,0,0,2,boundary/limitation,ok,"The eight cells also show why a single best prompt cannot represent the design. Adding the hint to full context increases the point estimate for both backbones, whereas adding compact context without the hint leaves exec"
MA_SQLGrid,Results,Complete GridDB Cell Results,4,62,0,0,2,boundary/limitation,ok,"The 0.2500 gap between Qwen F01 projected-column conformity and strict execution equality warns against structural proxy endpoints. A model may recognize that one column, an aggregate, or an ordered row is requested whil"
MA_SQLGrid,Results,Factorial Effects and Multiplicity,5,66,0,0,12,result/interpretation,ok,"For Qwen, the composite-hint execution effect is +0.2306, the package--hint interaction is , and the compact-package main effect is . Granite's corresponding estimates are +0.1583, +0.0611, and +0.0139. Zero of nine prim"
MA_SQLGrid,Results,Factorial Effects and Multiplicity,6,41,0,0,4,result/interpretation,ok,"In the separately corrected secondary family, the common-target hint effects survive: +0.4083 for Qwen (adjusted ) and +0.3556 for Granite (adjusted ). Because the hint supplies structural information later scored by thi"
MA_SQLGrid,Results,Factorial Effects and Multiplicity,7,76,0,0,0,boundary/limitation,ok,"The multiplicity result changes the emphasis of the factorial study. Large raw contrasts motivate hypotheses about structural instructions, but none of the nine primary execution comparisons meets the registered familywi"
MA_SQLGrid,Results,Component Results,8,58,0,0,7,exposition/transition,ok,"The component run completed all 700 scored calls. Presented value evidence increased Qwen first-candidate execution equality by +0.1059 over 170 eligible questions (95 composition-sensitivity interval [+0.0282, +0.2013],"
MA_SQLGrid,Results,Component Results,9,62,0,0,6,result/interpretation,ok,"The deterministic selector changed 24 Qwen and 36 Granite choices. Relative to the first candidate, it rescued eight and harmed one Qwen question, and rescued ten while harming none for Granite. Execution effects were +0"
MA_SQLGrid,Results,Component Results,10,75,0,0,2,result/interpretation,ok,"For Qwen, the value-evidence intervention adds 18 correct first candidates when the 170 eligible V0 questions are compared with their V1 counterparts under the registered analysis; the corresponding Granite estimate is z"
MA_SQLGrid,Results,Multi-State Reliability Results,11,74,0,0,11,result/interpretation,ok,"The v5 scorer produced all 25,920 registered rows, and its T0 slice reproduced 1440/1440 snapshot labels. Across the 66-question automatic subset, 15-state logical-AND rates range from 0.6212 (Granite F01) to 0.8182 (Gra"
MA_SQLGrid,Results,Multi-State Reliability Results,12,65,0,0,4,exposition/transition,ok,The ordering under this endpoint differs from the single-snapshot table. Granite F00 has the highest logical-AND rate on the 66-question automatic subset even though Granite F11 has the larger T0 execution count over all
MA_SQLGrid,Results,Public BIRD Results,13,83,0,1,2,result/interpretation,ok,"Table reports all eight cells. BIRD Mini-Dev is a public non-grid portability benchmark and does not validate power-grid semantics. B0--B2 use one physical generation call per item; B3 uses two, so the inherited comparis"
MA_SQLGrid,Results,Public BIRD Results,14,61,0,0,5,exposition/transition,ok,"After Holm adjustment, Qwen decomposition is 0.076 below direct prompting (adjusted ), and schema selection is 0.092 above decomposition (adjusted ). No Granite contrast survives correction. Different method orders acros"
MA_SQLGrid,Results,Public BIRD Results,15,70,0,0,0,result/interpretation,ok,"The BIRD results also constrain the meaning of ``agentic'' improvement. Decomposition reduces Qwen accuracy relative to direct prompting, while bounded repair uses twice the physical calls without becoming the best Qwen "
MA_SQLGrid,Results,Retrospective Replay Coverage,16,64,0,0,3,exposition/transition,ok,"The replay audited all 180 GridDB questions without a generation call. At least two distinct frozen SQL candidates were present for 173 questions. After safety checks and binding to consistent T0 execution evidence, 172 "
MA_SQLGrid,Results,Retrospective Replay Coverage,17,62,0,0,16,result/interpretation,ok,"Unique candidate counts ranged from one to eight: 1 (7 questions), 2 (19), 3 (15), 4 (18), 5 (27), 6 (23), 7 (45), and 8 (26). These counts show that frozen assets can populate the coordination interfaces for most questi"
MA_SQLGrid,Results,Descriptive Offline Coordination-Selection Results,18,50,0,1,6,exposition/transition,ok,The deterministic descriptive re-execution retained 5760 candidate--state attempts; 332 were non-executable or authorization/resource/SQL failures and remained in the all-attempt ledger. Every question nevertheless had a
MA_SQLGrid,Results,Descriptive Offline Coordination-Selection Results,19,61,0,0,1,exposition/transition,ok,"Keeping all 332 failures matters for two reasons. Removing them would overstate the executability of the historical pool, and retaining their slot identities verifies that selectors did not receive replacements or retrie"
MA_SQLGrid,Results,Descriptive Offline Coordination-Selection Results,20,48,0,1,2,exposition/transition,ok,Figure juxtaposes the two recorded endpoints. Validation-only and complete-witness selection differ by one frozen-reference match and one invariant selection. This small incremental change contrasts with their 20--21-mat
MA_SQLGrid,Results,Descriptive Offline Coordination-Selection Results,21,61,0,1,8,exposition/transition,ok,The two adjudicating selectors each had more than one highest-scoring candidate on 130/180 questions (Table ). Their mean top-tie multiplicities were 5.4000 and 5.3889. All eight candidates tied on 79 validation-only que
MA_SQLGrid,Results,Descriptive Offline Coordination-Selection Results,22,67,0,0,1,boundary/limitation,ok,"Thus, most apparent source preference is mechanically induced. When all eight candidates tie, the first slot is selected regardless of backbone quality; when seven tie, the earliest surviving slot has the same advantage."
MA_SQLGrid,Results,Descriptive Offline Coordination-Selection Results,23,54,0,1,9,exposition/transition,ok,"Validation-only ranking added 20 net correct items relative to fixed order through 22 rescues and 2 harms. Complete-witness selection changed the chosen candidate on only Q039, yielding one further frozen-reference match"
MA_SQLGrid,Results,Descriptive Offline Coordination-Selection Results,24,66,0,0,0,boundary/limitation,ok,"M3 added nullable columns to work\ orders; consequently, complete-witness eligibility rejected the wildcard projection and retained the explicit work\ order\ id, scheduled\ date projection. Because neither query resolves"
MA_SQLGrid,Results,Descriptive Offline Coordination-Selection Results,25,55,0,1,9,exposition/transition,ok,Table reports all 18 sensitivity cells. Every original-order cell produced 101/180; reverse order produced 117/180 under default and intent-emphasis weights and 118/180 under validation-equal weights. These more favorabl
MA_SQLGrid,Results,Descriptive Offline Coordination-Selection Results,26,69,0,0,6,boundary/limitation,ok,"Threshold invariance across 1/3, 2/3, and 3/3 occurs because the selected candidates' recorded witness patterns and score ties do not change the final original-order choices under these policies. It does not show that th"
MA_SQLGrid,Results,Descriptive Offline Coordination-Selection Results,27,96,0,1,5,boundary/limitation,ok,"The full machine-generated numerical supplement binds all eight GridDB cells, 12 component endpoints, eight 15-state cells, 18 sensitivity cells, the 360-row item-level tie ledger, selected-origin counts, Q039 trace, sou"
MA_SQLGrid,Results,Descriptive Offline Coordination-Selection Results,28,83,0,0,4,boundary/limitation,ok,"Across the results, the strongest positive numbers occur under different evidence classes: Qwen F01 is the best GridDB generation cell, schema selection is the best Qwen BIRD workflow, complete-witness original-order sel"
MA_SQLGrid,Discussion,What the Evidence Supports,1,124,0,0,4,boundary/limitation,ok,"The combined evidence supports four bounded findings. First, explicit structural and SQL-operation instructions strongly alter projected-column adherence, but surface conformity does not establish correct execution. Seco"
MA_SQLGrid,Discussion,What the Evidence Supports,2,65,0,0,0,boundary/limitation,ok,"These findings justify separating intent, schema grounding, synthesis, validation, and state evidence. They do not establish that five roles are superior to one call or that newly generated multi-agent candidates would r"
MA_SQLGrid,Discussion,What the Evidence Supports,3,59,0,1,0,boundary/limitation,ok,"Figure maps each evidence source to its claim ceiling. The map prevents results from being promoted merely because they appear in the same implementation: executor tests establish a software boundary, GridDB and componen"
MA_SQLGrid,Discussion,Interpreting the Retrospective Replay,4,43,0,0,2,method/protocol,ok,"The replay asks whether inherited ledgers contain enough distinct executable candidates to exercise the coordination interfaces. For 172 of 180 questions, they do. This reduces implementation risk and identifies eight fa"
MA_SQLGrid,Discussion,Interpreting the Retrospective Replay,5,48,0,0,0,boundary/limitation,ok,"The replay cannot estimate a coordination effect. Its pool mixes two backbones and four prompt packages, so generation condition and diversity are confounded. It also lacks reference-free counterfactual equivalence evide"
MA_SQLGrid,Discussion,Interpreting the Descriptive Re-Execution,6,125,0,0,0,boundary/limitation,ok,"The release-v3 study hash-binds the selection view, rules, code, tests, and state inputs and verifies the software fact that each execution path directly loaded raw gold only after all blackboards were sealed. This does "
MA_SQLGrid,Discussion,Interpreting the Descriptive Re-Execution,7,126,0,0,1,boundary/limitation,ok,"The small contrast between validation-only and complete-witness selection is a mechanism trace, not a gain estimate. V3 uses three different query-blind database hashes and exercises an irrelevant-relation witness, an in"
MA_SQLGrid,Discussion,Interpreting the Descriptive Re-Execution,8,81,0,0,7,boundary/limitation,ok,"The tie audit quantifies a second limitation: 130/180 questions have multiple highest-scoring candidates for each adjudicating selector, with approximately 5.4 candidates in the average top-tie set. The original-order ru"
MA_SQLGrid,Discussion,Power-Grid Use and Reproducibility,9,128,0,0,0,boundary/limitation,ok,"Database-enforced read-only execution, resource limits, syntactic validity, and result-shape conformity are necessary safeguards, not operational certification. A safely executed query can still return the wrong assets, "
MA_SQLGrid,Discussion,Power-Grid Use and Reproducibility,10,67,0,0,0,claim/contribution,support-check,Negative results are part of the contribution. Zero of nine primary factorial execution tests survives correction. The deterministic component selector meets its efficacy rule for neither snapshot. No registered multi-st
